职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
人力资源中心总监,"24-30万
                                        

"," 
成都-武侯区
",本科及以上,10年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大,",1、协助制定公司发展战略，负责人力资源短期及长期的公司决策和战略，协助完成公司中长期目标的达成；2、制定有效的公司人力资源规划、招聘、培训、绩效、薪酬、员工关系六大模块管理制度；3、监督和带领各部门人力资源工作开展，有效规避风险；4、培育和建设优秀管理团队，推动公司梯队人才建设工作；5、建立、维护、发展和传播正面积极、团结一致的高素质企业和团队文化，提升凝聚力。,"要求：1、本科及以上学历；2、5年以上大型企业（1000+员工规模）人力资源管理经验；3、人力资源总监岗位工作经验3年以上；4、熟悉公司人力资源管理体系与制度建设，对人力资源规范管理等方面有丰富的实践经验；
                            ",人力行政中心,不限,总裁办主任,50人,专业服务(咨询/财会/法律/翻...,2000-5000人,100%,
人力资源行政总监,"14-22万
                                        

"," 
宁波-鄞州区
",大专及以上,5年以上,普通话,年龄不限,"节日礼物,五险一金,交通补助,午餐补助,带薪年假,年度旅游,",岗位职责：1、明确公司人力资源目标和总体方案，向上级提供有关人力资源战略、组织建设等方面的建议，并致力于提高公司的综合管理水平；2、制定公司人力资源管理的方针、政策和制度；3、组织制定公司人力资源发展的长期规划、中期规划和年度计划，并监督各项计划的实施；3、塑造、维护、发展和传播企业文化；4、研究、设计人力资源管理模式（包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设）；5、制定和完善人力资源管理和行政管理类制度；6、组织制定员工招聘、聘任、调动、考核、晋升、奖惩、职称和技术等级评定等人事管理的方针、政策、规章和标准，并监督执行；7、协调和指导本部门和各用人部门人才招聘、员工培训、绩效考评、薪酬等工作的进行，确保公司人力资源的合理使用；8、计划和审核人力资源管理和行政成本；9、及时处理公司管理过程中的重大人力资源和行政类问题；10、负责与劳动人事、政府行政部门保持良好的联系，及时获得相关政策支持；11、完成上级临时交办的各项工作任务。,"要求：1、全日制大专及以上学历，人力资源、工商企业管理等相关专业毕业；2、8年以上相关工作经验，5年以上全国性金融公司人力资源总监或人力资源部经理工作经验；3、熟悉劳动法规和地方劳动条例，规范公司劳动用工，降低风险，处理劳动争议，保持健康的劳动关系；4、通晓系统的企业行政管理、人力资源管理、流程建设、信息化管理；5、掌握自动化办公软件的使用方法，具备基本的网络知识；6、熟悉国家、地区及企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策；7、做事认真严谨，有责任心，执行力突出，能承受一定压力，具备良好的团队管理能力；8、具有较强的数据分析能力及一定的组织沟通协调能力。
                            ",,不限,无,0人,信托/担保/拍卖/典当,500-999人,,
人力资源行政总监,"14-22万
                                        

"," 
宁波
",大专及以上,5年以上,语言不限,年龄不限,"午餐补助,节日礼物,定期体检,领导好,发展空间大,岗位晋升,",岗位职责： 1、明确公司人力资源目标和总体方案，向上级提供有关人力资源战略、组织建设等方面的建议，并致力于提高公司的综合管理水平；2、制定公司人力资源管理的方针、政策和制度；3、组织制定公司人力资源发展的长期规划、中期规划和年度计划，并监督各项计划的实施；3、塑造、维护、发展和传播企业文化；4、研究、设计人力资源管理模式（包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设）；5、制定和完善人力资源管理和行政管理类制度；6、组织制定员工招聘、聘任、调动、考核、晋升、奖惩、职称和技术等级评定等人事管理的方针、政策、规章和标准，并监督执行；7、协调和指导本部门和各用人部门人才招聘、员工培训、绩效考评、薪酬等工作的进行，确保公司人力资源的合理使用；8、计划和审核人力资源管理和行政成本；9、及时处理公司管理过程中的重大人力资源和行政类问题；10、负责与劳动人事、政府行政部门保持良好的联系，及时获得相关政策支持；11、完成上级临时交办的各项工作任务。,"要求：1、全日制大专及以上学历，人力资源、工商企业管理等相关专业毕业；2、8年以上相关工作经验，5年以上全国性金融公司人力资源总监或人力资源部经理工作经验；3、熟悉劳动法规和地方劳动条例，规范公司劳动用工，降低风险，处理劳动争议，保持健康的劳动关系；4、通晓系统的企业行政管理、人力资源管理、流程建设、信息化管理；5、掌握自动化办公软件的使用方法，具备基本的网络知识；6、熟悉国家、地区及企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策；7、做事认真严谨，有责任心，执行力突出，能承受一定压力，具备良好的团队管理能力；8、具有较强的数据分析能力及一定的组织沟通协调能力。
",人事行政部,不限,无,0人,信托/担保/拍卖/典当,500-999人,100%,
集团人力资源总监,"44-80万
                                        

"," 
北京
",统招本科,10年以上,语言不限,年龄不限,"中国500强,年底双薪,带薪年假,公司规模大,定期体检,节日礼物,五险一金,优秀员工奖,岗位晋升,提供食宿,绩效奖金,",岗位职责：1、协助集团领导拟定集团人力资源战略计划、规划方案、预算方案，有效并合理控制人力预算，并监督执行各项计划的实施；2、建立健全集团整体人力资源管理体系，完善人力资源各项规章制度，推动集团人力资源升级；3、负责集团人力资源系统人员的管控与团队建设工作，通过科学有效的管理机制提升人力资源工作人员的专业技能与工作积极性，提升人力资源系统整体工作效率；4、负责塑造、维护、发展和传播企业文化相关工作；5、向集团领导汇报公司人力资源管理现状，并提出人力资源建议和意见，为集团领导重大决策提供人力资源分析与支持，提高公司的综合管理水平；6、负责集团重大人事活动的监控工作，建立公司人事相关风险预防机制；7、代表公司与政府有关部门和有关社会团体、机构联络并保持良好关系，为集团争取更多的政策支持与服务；8、不断加强并推动集团人力资源信息系统建设工作。,"条件：1、年龄45岁以下，全日制本科及以上学历，人力资源管理、心理学等相关专业，中高级职称；2、对房地产、购物中心、酒店、物业等行业有一定的理解与认识，人力资源工作经验不少于10年，其中具备3年以上大型集团人力资源总监、副总监级别工作经验；有上市公司人力资源经验或参与集团上市工作经历者优先；3、具备很强的计划性和实施执行的能力，具有解决复杂问题的能力，具有战略、策略化思维，有能力建立、整合不同的工作团队；4、精通国家劳动法律法规及政策，对现代企业人力资源管理模式有系统的了解和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，具备运做企业全盘人力资源管理的能力；5、具备良好的职业道德，良好的人际沟通能力与协调能力，适应能力，以及很强的激励、团队领导能力，责任心、事业心强。
",董事局人事管理中心,不限,董事局人事管理中心副主任,0人,房地产开发/建筑/建材/工程,10000人以上,31%,
人力资源部总监,,,,,,,,,,,,,,,,,
国际人力资源总监,"面议
                                        

"," 
北京-丰台区
",本科及以上,5年以上,语言不限,年龄不限,"上市公司,五险一金,定期体检,绩效奖金,节日礼物,外派津贴,带薪年假,通讯津贴,午餐补助,",职责描述：1.负责国际事业部人力资源规划2.了解业务，制定人力资源战略及人才团队建设3.加强内部管理，梳理六大模块工作，尤其在组织发展、凝聚力、梯队建设、绩效薪酬有熟练地独挡一面的实操经验4.引进国际事业部中高端人才5.整合整个国际板块的人力资源,要求：1.本科学历及以上，人力资源专业或心理学相关专业优先2.8年工作经验及以上，其中要在大型企业,国际事业部,不限,总经理,3人,新能源,2000-5000人,90%,
180181人力资源总监,"36-48万
                                        

"," 
上海
",本科及以上,10年以上,普通话,年龄不限,"五险一金,午餐补助,通讯津贴,带薪年假,定期体检,",全面负责公司人力资源工作管理：1，制定公司年度人力资源计划并分阶段执行汇总。2，制定年度招聘计划并执行及监督。3，完善各关键岗位胜任力模型并持续维护。4，制定公司年度培训计划并执行及监督。5，优化及修订公司绩效考核规范，流程并对结果进行分析。6，管理并完善本部门员工的岗位职责，执行并监督。,"资格：1，具有丰富的管理经验以及统筹技巧。2，具有敏锐的观察力以及决策能力。3，具有高超的协调力。4，服务意识强，工作主动。5，计划以及执行力强。6，第一学历本科，统招，硕士尤佳。7，人力资源、工商管理等相关管理专业。8，8-10年以上人力资源部工作，6年以上团队管理经验。
                            ",,不限,无,0人,房地产开发/建筑/建材/工程,100-499人,30%,
人力资源行政总监,"8-11万
                                        

"," 
深圳
",统招本科,10年以上,语言不限,35-45岁,"带薪年假,绩效奖金,公司规模大,五险一金,领导好,弹性工作,",岗位职责：1、定期进行行业薪酬调查；2、定期对薪酬考核数据进行分析并形成报告；3、编制和优化集团总部各类薪酬绩效方案，并落实实施；4、负责整理、跟进、汇总各级（集团、中心、本部门及二级单位）负责人的工作任务；5、协助建立健全公司薪酬福利及绩效考核体系；6、协助各二级单位社保、公积金等相关方案编制审核及组织实施；7、薪酬绩效制度及现行相关法律法规的宣贯事宜；8、上级领导交办的其他工作。,"要求：1、至少具有5年以上相关工作经验；2、具有大型企业组织绩效管理经验优先，有过人力的业务工作/管理经验或财务经验优先考虑；3、有过人力资源全盘管理经验或至少精通其中两个模块；4、对于经营管理数据分析、财务报表有基本的认知；5、对于股权激励有基本的认知；6、擅长数据统计分析和表单设计，逻辑性强7、相貌端正，形象气质佳，女身高162CM以上，男176CM以上
",行政人事部,人力资源,常务副总裁,10人,其他,100-499人,100%,
区域人力资源总监,"36-60万
                                        

"," 
珠海
",本科及以上,10年以上,普通话,年龄不限,"节日礼物,五险一金,包吃包住,包吃包住,午餐补助,带薪年假,通讯津贴,定期体检,",岗位职责：1、依据集团战略要求及区域公司目标，搭建团队；2、主持公司日常经营管理工作，制定相关规章制度，并深入贯彻实施；3、具备优秀的外联与公关能力，负责省级公司对外关系的协调与拓展，建立并维护良好的企业公共关系；,"要求：1、相关专业本科及以上学历；2、8年以上大型企业人力资源从业经验，3年以上同等职位工作经验；3、有较强协调管理能力，高效的执行力；4、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规；5、有亲和力及很强的激励、沟通、协调、团队领导能力、责任心、事业心；6、形象气质佳，拥有较好的语言表达与沟通协调能力。
                            ",,不限,无,0人,房地产开发/建筑/建材/工程,100-499人,84%,
人力资源市场总监,"面议
                                        

"," 
深圳-龙岗区
",学历不限,5年以上,语言不限,年龄不限,"发展空间大,绩效奖金,可充分发挥潜能,五险一金,股票期权,","有蓝领人力资源市场资源（用工企业客户资源）者优先使命与职责：一、组织人力资源服务市场研究工作，掌握人力资源服务市场动态，为公司年度经营计划的制定提供建议；二、不断为公司开拓市场，保证业务量的持续增长；三、协助处理相关合同问题；四、负责培养高效的市场经营团队，提升组织化的营销能力；五、负责市场内部的行政、费用开支等管理与监督。主要工作：一、	协助总经理指导、监督公司市场管理工作1、参与公司战略规划与重大项目投资决策的论证，指导、参与公司年度经营计划制订；2、负责公司营销工作的全面管理，制定审核相关营销计划；3、定期向总经理汇报市场工作进展及相关数据。二、	负责公司市场部的日常管理工作1、组织市场研究工作，掌握市场动态，拟定公司销售策略和市场规划，编制公司产品样宣材料；2、提供公司产品月或季销售图表，向总经理办公会议报告销售业绩；3、建立健全公司产品销售体系，拟定公司销售体系的基本规章制度、奖惩办法、货物供应、货币结算、资金回笼等制度及实施；4、主持公司每季的销售工作会、市场分析会，提出销售工作报告及市场分析报告；5、组织公司市场品牌的规划和建设。6、负责公司客户管理及售后服务，按照公司质量手册的规定，加强顾客满意度的监控管理；8、处理客户纠纷，与重要的客户建立并维持良好的关系；9、监督、审核公司物料采购，选择、评价供应商；10、负责销售、采购合同及订单的评审与管理，参与重大销售谈判和合同的签订，审核、监督合同及订单履行情况。三、负责市场部内部的组织管理1、负责制定市场部月度、季度、年度工作计划，并组织实施；2、负责指导属下员工制定阶段工作计划，并督促执行；3、负责部门内部人事队伍的建设，选拔、配备、培训、评价本部门人员；4、负责部门内工作任务分工，合理安排人员；5、负责控制市场部经费预算，降低费用成本。四、完成上级领导交付的其它工作
",,市场管理部,不限,CEO,0人,,1-49人,100%,
人力资源总监助理,"

我感兴趣 请联系我
","
北京
        ",本科,经验不限,,,,"
       岗位职责:
实习岗位
1、了解所支持部门的业务状况和团队运作状况,提供符合业务团队个性需求的相关信息;
2执行所支持部门的招聘、员工关系、培训等人力资源工作,协助业务部门提升组织绩效;
3协助贯彻企业文化、政策及流程在所支持部门的执行;
4辅助加强员工沟通管理,畅通公司与员工的双向沟通渠道;
5其它人力资源支持工作。
","要求: :
1、本科及以上学历，人力资源、管理学、心理学或业务相关专业优先;有人力资源相关经验者优先;
2、了解人力资源各模块工作，熟悉国家相关政策、法律法规；
3、抗压性强，具备较强的人际沟通协调能力，善于思考，有亲和力；
4、较强的学习能力和责任心，具备独立处理事务的能力，具有优秀的沟通能力和协调能力，有团队协作精神。

      ",,,,,,,,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
HRD,,,,,,,,,,,,,,,,,1
HRD,,,,,,,,,,,,,,,,,1
HRD,"
                    	40-60万
                    ",广东省,本科及以上,8年以上,语言不限,30-40岁,,"
                根据集团发展进行组织架构的调整与实施； 搭建区域人力资源中心及各分公司及加盟省公司人力资源团队； 结合营销需求制定激励策略； 雇主品牌形象的建立，招聘系统的完善及新渠道开拓，推动校企合作； 对公司薪酬福利制度进行设计和完善； 参与设计规划人力资源信息系统，进行前期规划、选型； 协助建立并推动加盟省公司人力资源管理标准，将集团各项制度与加盟省公司的实际结合落地，提供第三方服务； 推动企业文化建设及项目落地
            ",,总部,不限,VP,0人,,,"
100%
							",1
HRM/HRD,"
                    	30-50万
                    ",上海,本科及以上,5年以上,语言不限,30-42岁,,"
               1.、根据公司发展，拟定人力资源需求、开发、配置计划及各部门人员编制计划，审核各部门人员配置情况；对公司各项规章制度的监督与执行； 2、把控全公司“目标管理”绩效考核的推行，与财务部及各相关职能部门完成对各部门、各岗位、各员工的工作业绩量化考核； 3、对公司奖惩规定的监督与执行；4、负责建立健全公司招聘、培训、工资、保险、福利、绩效考核等人力资源制度建设； 5依据公司的年度经营目标及经营计划，拟定公司年度人力资源管理目标与年度工作规划，编制并控制部门年度财务成本预算，配合公司的“目标管理责任制”，确保人力资源规划目标及行政后勤管理目标的达成；6依据公司的经营目标及经营计划，主导设置企业组织机构，进行全公司各岗位的定岗、定员、定编，进行职位分析与岗位描述，明确各岗位权、责、利及",资格要求；7.建立规范化的招聘系统，并实施各类管理、技术人员的招幕工作；8.建立并实施培训系统及编制、实施年度培训计划，外部培训机构及培训课程的评定与选择；协助帮助员工建立职业生涯规划；9.人事政策制订与修改、人事规章制度的规划、制定、检讨与修订，使员工的管理有章可循；10深化与宣传公司企业文化，将企业文化落实到企业管理制度与管理规范中；建立积极向上、团结友爱、协作忠诚的企业文化氛围，建立学习型企业；　　 ,人力资源部,不限,综合管理部部长,2人,,,"
100%
							",1
66591 HRD,"
                    	40-70万
                    ",上海,统招本科,8年以上,英语 + 普通话,32-45岁,,"
               Responsibilities: 1、负责规划、实施公司的人力资源战略，根据公司发展规划和实际情况拟定公司人力资源计划。 2、负责完善公司人力资源体系，设计人力资源管理模式（包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设），制定和完善人力资源制度。 3、负责设计各岗位绩效考核方案及行之有效的激励和约束机制。4、负责根据公司人力架构情况及市场行情制定薪酬体系。 5、负责制订人力资源部培训计划并实施、考核。 6、负责塑造、维护、发展企业文化 7、负责及时处理公司管理过程中的重大人力资源问题Requirements-10年以上HR相关经验，熟悉HR各个模块- 有生命科学领域工作经验-本科以上学历。
            ",,HR,不限,CEO,3人,,,"
100%
							",1
人资总监/HRD,"
                    	60-80万
                    ",厦门,统招本科,10年以上,语言不限,35-45岁,,"
               工作职责1.	全面负责公司人力资源管理工作；2.	建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设），制定和完善人力资源管理制度； 3.	根据公司发展战略和经营计划，制定公司人力资源战略规划和年度人力资源计划，明确公司人力资源目标和总体方案，向公司提供人力资源战略、组织建设等方面的建议，并致力于提高公司的综合管理水平；4.	根据公司的情况，组织制定招聘、培训、绩效、薪酬考核等人力资源管理的方针、政策和制度，并执行相关管理制度及政策的落实；5.	及时处理公司管理过程中的重大人力资源问题。","要求1.	全日制211/985重点大学本科及以上学历；2.	5年以上企业高级人力资源管理相关工作经历； 3.	性格外向，做事具有冲劲，具有极强的创新能力和战略高度，勇于挑战公司难题，不拘泥于事务性工作； 4.	擅长人才储备与职业规划，具备较强行政规划、执行能力，工作计划能力强，责任心强；5.	具有良好的人际沟通，有很强的亲和力及团队合作精神。
",厦门公司,不限,总裁,0人,,,"
100%
							",1
HRD,"
                    	30-40万
                    ",上海,大专及以上,8年以上,语言不限,30-38岁,,"
               人力总监：1.根据公司战略计划，全面规划企业人力资源发展及战略管理，拟定人力资源规划方案，并监督各项计划的实施；2.建立并完善人力资源管理体系，研究、设计人力资源管理模式(包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设)，制定和完善人力资源管理制度；3.向公司决策者提供有关人力资源战略、组织建设方面的数据和建议，并致力于提高公司综合管理水平，不断优化人力成本；4.根据公司战略规划与业务发展计划，编制人力资源规划及人力资源成本预算;5.负责公司人力资源团队管理及能力建设; ","要求：1.人力资源管理或相关专业本科以上学历；2.8年以上人事管理经验，有5年以上人力资源总监工作经验，管理经验不低于3年，对摄影行业感兴趣；3.熟悉连锁行业人力资源管理模式，实践经验丰富，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规，具有与各部门负责人的优秀沟通能力；4.具备战略性思考能力，有极强的计划性和实施执行的能力，较强的激励、协调、团队领导能力；5.办事灵活，执行力强，具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力，有较强的人事行政危机、突发问题的预警能力。
            ",人力,不限,老板,0人,,,"
67%
							",1
HRD/HRBP,"
                    	40-70万
                    ",北京,本科及以上,3年以上,语言不限,30-42岁,,"
                1、根据公司发展战略，组织制定人力资源的战略规划。 2、建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含组织发展、招聘、培训、绩效、薪酬及员工关系等体系的全面建设）。 3、组织收集招聘、考核、薪酬等方面的信息，为公司重大人力资源、组织结构决策提供信息支持，并致力于提高人力资源的运营管理水平。 4、向高管层提供人力资源、组织运行等方面的建议，提高公司综合管理能力，组织制定订人力资源成本预算，监督控制预算的执行。 5、搭建集团化人力资源管理平台，对集团下属分子公司进行人力资源业务指导与监督；推行公司的企业文化和价值观，充分发挥员工的积极性和创造力。 6、人才梯队管理和关键人才绩效管控，做好组织内部的员工能力发展并提高其绩效；及时处理公司管理过程中的重大人力资源问题。 7、建立员工与公司发展的沟通机制，及时的为员工提供专业的职业发展建议和咨询，以帮助员工快速成长，持续改进公司内部的人力资源管理和流程。 8、了解组织外部各种人力资源政策的变化以及时改进公司内部的人力资源政策。 9、落实公司各项人力资源工作，负责各项人力资源管理工作的推进和维护。 ",要求： 1、本科及以上学历，人力资源管理、工商管理专业优先。 2、3年以上HR团队管理经验，至少3年以上人力资源负责人,人事部,不限,HRVP,0人,,,"
98%
							",1
HRD,"
                    	25-35万
                    ",深圳,统招本科,8年以上,语言不限,32-40岁,,"
               岗位职责：1、建立、完善集团化人力资源管理与控制体系，规范、指导、监督、支持各分公司人力资源管理工作，确保人力资源管理工作符合公司发展方针并日趋科学与规范；2、建立人力资源管理相关业务数据与信息资料的采集、调研和统计分析体系，为公司的业务发展和经营决策提供及时有效的依据和建议；3、制定人力资源发展战略规划，并监督各项计划的实施；4、分解公司战略目标，制定有效的招聘、培训、绩效、薪酬体系，促进人力资本高效、可持续发展。","条件：1、人力资源、管理相关专业，全日制本科及以上学历；2、八年以上工作经验，其中三年以上人力资源总监经验，大型高科技企业人力行政总监/经理经验优先；3、对现代企业人力资源管理模式有系统的了解和实践经验，对人力资源管理各个模块均有较深入的认识，能够指导各个模块的工作；4、在人力资源战略规划、人才引进、薪酬改革、绩效考核与激励、培训体系搭建等方面具有丰富的项目实践经验；5、熟悉咨询行业人事行政管理工作，有良好的战略思维能力，优秀的资源整合及业务推动能力。
            ",人力资源部,不限,总经理,0人,,,"
100%
							",1
HRD,"
                    	50-70万
                    ",北京,本科及以上,8年以上,语言不限,30-40岁,,"
               1、 组织制定人力资源战略规划，为重大人事决策提供建议和信息支持；2、 组织制定、执行、监督公司人力资源管理制度；3、 根据公司人力资源管理需要，组织制定公司整体工作规范，并出台工作实施的流程化和标准化要求；4、 制定招聘计划，明确招聘流程，拓展招聘渠道管理，最大限度满足实现公司经营发展战略目标所需的人力保障；5、 根据公司对绩效管理的要求，制定评价政策，组织实施绩效管理，并进行相应的监督控制，及时解决绩效管理过程中出现的问题，不断完善绩效管理体系；6、 组织并实施员工岗前培训，构建并不断优化和完善公司的整体培训体系；7、 制定薪酬政策和晋升政策，组织提薪评审和晋升评审，制定公司福利政策，办理社会保障福利；8、 完成日常的人力资源管理工作；9、 完成领导交办的其他工作。
            ",,人力资源部,不限,CHO,0人,,,"
100%
							",1
HRD,"
                    	50-70万
                    ",北京,本科及以上,8年以上,英语,30-40岁,,"
               1、 组织制定人力资源战略规划，为重大人事决策提供建议和信息支持；2、 组织制定、执行、监督公司人力资源管理制度；3、 根据公司人力资源管理需要，组织制定公司整体工作规范，并出台工作实施的流程化和标准化要求；4、 制定招聘计划，明确招聘流程，拓展招聘渠道管理，最大限度满足实现公司经营发展战略目标所需的人力保障；5、 根据公司对绩效管理的要求，制定评价政策，组织实施绩效管理，并进行相应的监督控制，及时解决绩效管理过程中出现的问题，不断完善绩效管理体系；6、 组织并实施员工岗前培训，构建并不断优化和完善公司的整体培训体系；7、 制定薪酬政策和晋升政策，组织提薪评审和晋升评审，制定公司福利政策，办理社会保障福利；8、 完成日常的人力资源管理工作；9、 完成领导交办的其他工作。
            ",,总经办,不限,CHO,0人,,,"
100%
							",1
HRD,"
                    	80-100万
                    ",北京,硕士及以上,10年以上,英语 + 普通话,35-40岁,,"
               学习能力强，思维逻辑清晰，比较有热情.组织建设，文化建设能力突出，语速要快，反应要快
            ",,人力资源部,不限,CEO,6人,,,"
50%
							",1
CEO CTO CMO COO HRD,"
                    	50-80万
                    ",广东省,大专及以上,5年以上,语言不限,20-50岁,,"
               1、负责公司的总体运营和推广2、负责公司的战略规划和市场营销3、负责人员的招聘与考核；4、负责与中央相关部委及各省市级政府相关职能部门的养老，居家关爱等项目实施沟通。5、负责公司在全国开展居家养老，健康管理及残疾人士居家关爱服务的业务发展及运作。 另外还有coo、cmo、cto hrd等高管职位。由于公司今年才开始成立，故需要各个高管职位。
            ",,管理部,不限,总裁,0人,,,"
76%
							",1
HRD,"
                    	50-80万
                    ",上海,统招本科,10年以上,语言不限,30-38岁,,"
               岗位职责：1、根据公司经营发展战略，配合决策层进行组织规划,并制定适合公司的人力资源体系和政策;2、进行人才梯队建设，在企业内部形成人才成长与培育通道，满足公司长久的人才需求；3、根据公司经营发展战略及行业特点，制定适合本公司的薪酬福利制度和员工激励机制，并组织实施；4、制定并实施适合公司的绩效考核制度，对各地绩效考核工作进行指导和监督；5、引导并加强企业文化建设，形成公司的核心凝聚力与竞争力；6、 对公司的人力资源状况进行分析和规划，使人力资源规划与公司战略目标相匹配;7、对下属招聘渠道建设、招聘活动组织、培训管理、薪酬核算、绩效管理、员工关系等工作进行指导、检查、监督；职位要求：1、人力资源管理或相关专业本科以上学历;2、八年以上人力资源管理工作经验;3、熟悉人力资源招聘、薪酬、绩效考核、培训、劳动关系等规定和流程,熟悉国家各项劳动人事法规4、在大型企业从事过人力资源相关工作者优先；5、有收购/并购公司项目经历者优先；6、有较强的语言表达能力、人际交往能力、应变能力、沟通能力及解决问题的能力,有亲和力,较强的责任感与敬业精神。
            ",,人事部,不限,副总裁,50人,,,"
100%
							",1
销售HRD,"
                    	90-120万
                    ",上海,本科及以上,10年以上,语言不限,30-45岁,,"
               主要职责	国内销售人力资源总体规划		1.结合业务部门发展战略，执行集团人力资源战略；2.国内销售组织架构优化，人力编制及预算费用控制等；3.国内销售人才梯队建设、制度建设、文化建设等；4.人力资本分析；			国内销售人才管理		1.负责建立并不断完善人力资源管理体系，设计与销售系统战略发展相匹配的人力资源管理模式，组织制定各项人力资源政策；2.关键及核心销售人才招聘及储备充足；3.建立关键及核心销售职资格及素质模型；4.关键人才培养及后备人才储备；			国内销售绩效管理		1.制定有效绩效管理制度，提升销售平台组织效率及个人效率；2.通过薪酬改善、培训系统化、KPI分解等途径，完成战略任务；			团队建设		负责建立并培养具有专业性、创新性、业务导向于一体的人力资源团队；			职位要求：性别	不限年龄范围	30 - 45教育程度	本科及以上具体要求	1)	10年以上大型外资企业人力资源管理工作经验，至少在大规模销售企业2年同等岗位工作经验，熟悉人力资源管理各大模块；2)	对组织规划、人才发展等方面具有丰富的实践经验；3)	熟悉销售模块运作模式，在销售人力资源管理方面具有很强的能力及丰富的实践经验，在快消品（FMCG）行业工作经验优先考虑；4)	接受过专业的现代人力资源管理、劳动法律法规、人才选拔等方面的培训；5)	优秀的表达能力、沟通协调能力；6)	具备出色的组织协调能力和分析判断能力。
",,HR,不限,CHO,0人,,,"
<15%
							",1
HRD,"
                    	150-200万
                    ",北京,硕士及以上,10年以上,英语 + 普通话,20-45岁,,"
               根据公司发展战略和经营计划，制定公司人力资源战略规划和年度人力资源计划，明确公司人力资源目标和总体方案，向公司提供人力资源战略、组织建设等方面的建议，并致力于提高公司的综合管理水平；
            ",,人力资源部,不限,董事长,0人,,,"
100%
							",1
HRBP（优秀可以HRD）,"
                    	25-45万
                    ",上海,大专及以上,3年以上,语言不限,20-40岁,,"
               主要负责绩效和企业文化  以下仅供参考主要工作：1.构建和完善适应公司发展需要的人力资源管理体系（招聘规划、培训规划、绩效管理、薪酬福利、员工激励、员工发展、员工关怀和保留等模块），负责对人力资源相关模块工作的管理、执行、监督和完善；2.负责分解公司战略目标，制定有效的绩效管理体系和制度，组织开发与建立考核信息系统，指导各部门开展绩效考核工作，合理运用绩效结果，撰写分析方案；3.负责加强企业文化建设，为公司战略目标的实现营造良好的企业文化氛围；4.负责推动人才管理项目，包括领导力发展模型的建立与持续优化、高潜质人才选拔标准建立、核心人才评价、核心人才激励与培养、人才梯队与继任管理工作；5.负责优化组织运行效率（包括组织结构及授权管理）、优化核心团队能力和引进适合的高级管理人才；6.对集团内外部人才状况进行分析，建立人力资源的预测和统筹机制，明确集团的业务发展对人力资源的数量、素质和配置方式，满足集团战略发展对人力资源的需求；7.参与公司重大经营管理决策、中长期发展战略规划、年度经营计划的研究和拟定，对公司战略目标达成具重要影响。","要求：1.十年以上人力资源领域工作经验，丰富的人力资源管理及实操经验，具有软件企业管理经验；2.出色的商业敏感度，优秀的人力资源业务伙伴，在员工配置、组织发展和人才管理等方面具备专业知识和经验；3.具有战略思维和逻辑思维能力，思路清晰严谨，出色的团队建设、激励、绩效管理等领导能力；4.具有企业家精神，有优秀的战略性思维和全局意识。
            ",HR部门,不限,vp,0人,,,"
100%
							",1
