职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
人力资源HRBP（杭州）,"10-20万
                                        

"," 
杭州-拱墅区
",本科及以上,5年以上,语言不限,年龄不限,"绩效奖金,节日礼物,领导好,扁平管理,管理规范,技能培训,岗位晋升,团队聚餐,发展空间大,休闲餐点,",职责描述：1、负责人力资源规划、指导，实施符合公司要求及满足业务部门需求的人力资源服务；2、主动与业务部门沟通并提供人力资源战略解决方案；3、与高级管理团队紧密合作，从人力资源角度避免员工和组织问题的发生；4、提出建议和实施解决方案来吸引、激励、发展关键员工；5、与业务部门以及和更广义的人力资源组织合作，确保达成统一的人力资源实施方法；6、通过持续的绩效管理，组织设计、分析和变更管理，人才评价，领导力发展和继任计划等项目确保高水准的组织效率；7、在其他重要项目和计划上与公司其他部门密切合作。,"要求：1、拥有 5年以上人力资源经历，熟悉劳动法；2、极强的服务意识，高效的沟通技能，具有高效解决问题的能力；3、领导力强，能够与公司各层面的员工保持合作及互动的能力；4、拥有能够在多任务工作环境中平衡和优化多个项目的能力；
",人事部,不限,无,0人,影视/媒体/艺术/文化/出版,50-99人,92%,
HRBP 人力资源业务伙伴,"18-24万
                                        

"," 
北京
",本科及以上,3年以上,语言不限,年龄不限,"绩效奖金,带薪年假,通讯津贴,午餐补助,定期体检,节日礼物,免费班车,管理规范,五险一金,",职责描述：1.	根据公司业务需求，协调、收集各部门招聘需求，开展招聘工作，完成招聘任务；2.	推动和提升人才寻访，面试录用等招聘关键环节效率等，以完善公司人才库；3.	招聘渠道的开发与管理，主导招聘相关项目；4.	支持继任者计划、职业生涯、内部培训师等人才发展项目；,"要求：1.	大学本科及以上学历，人力资源、管理学等相关专业；2.	3年或以上人力资源工作经验，擅长招聘管理，熟知人力资源管理知识，掌握法律、财务基本知识；3.	具有较强的沟通协调能力、组织计划能力和执行推进能力；4.	英语 熟练，能作为工作语言使用；5.	熟练使用办公软件。
",HR,不限,无,0人,机械制造/机电/重工,2000-5000人,79%,
HRBP（招聘）,"21-35万
                                        

"," 
北京-海淀区
",本科及以上,3年以上,语言不限,年龄不限,"股票期权,发展空间大,",工作职责：1、根据公司战略发展方向，与业务部门搭档，促进人力资源相关政策在业务部门的组织实施；2、能提供全模块顾问支持，推动招聘、薪酬、绩效考核、员工发展等有效运行；3、分析人员现状以帮助各分管领导针对人员管理做出及时的决策；4、主动了解各部门业务情况，为各部门的绩效考核工作提供指导，监督考评工作过程；5、根据制度培训计划和培训大纲，并有组织、实施与评估经验，能完善培训体系；6、保持与业务管理层、各层级员工的交流与互动，丰富沟通渠道，确保内部信息传递的通畅；7、快速、准确、有效地完成领导交办的其它临时性工作。,"资格：1、大学统招本科及以上学历，专业不限；2、3年以上人力资源全模块管理经验，互联网行业经验优先；3、熟悉三支柱模型人事工作运转，能够适应公司快速扩张阶段的人事工作；3、具备极强的责任心和原则性，良好的人际沟通及协调能力。
                            ",人力资源部,不限,无,0人,基金/证券/期货/投资,1-49人,94%,
HRBP（招聘方向）,"面议
                                        

"," 
深圳
",硕士及以上,经验不限,语言不限,年龄不限,"绩效奖金,带薪年假,通讯津贴,午餐补助,定期体检,领导好,节日礼物,五险一金,团队聚餐,发展空间大,",职责描述：1、负责人才引进、学习发展等工作2、负责几个部门的BP工作3、参与机制建设等工作,"要求：1、硕士学历，人力资源或生物医学相关专业；2、有招聘经验，有实习工作经验的优秀应届生亦可；3、思维灵活，抗压能力良好。
                            ",华大健康,不限,无,0人,制药/生物工程,5000-10000人,96%,
hrbp,"16-21万
                                        

"," 
北京
",统招本科,3年以上,语言不限,年龄不限,"股票期权,带薪年假,年度旅游,五险一金,上市公司,发展空间大,公司规模大,领导好,技能培训,管理规范,优秀员工奖,交通补助,通讯津贴,定期体检,",职责描述：1、深入贴近所支持部门业务及人力现状，主导所支持部门全流程人力资源管理工作；2、人员招聘，分析所负责部门的人才供应状况，和用人部门领导探讨人才引进策略。通过各种渠道搜索和吸引优质候选人，满足部门用人需求；3、组织与人才发展，主导并实施人才盘点，高潜力人才发展项目，组织架构优化等。使得组织能力不断发展，以适用业务的变化和发展；4、激励与绩效，协助部门领导实施绩效管理，包括目标制定，反馈辅导，绩效评估等。负责公司的激励体系在部门内的落地和优化，确保激励适度有效；5、人力资源部的其他工作。,"要求：1、本科及以上学历，人力资源、心理学、公共关系、社会学等专业优先；2、5年以上知名企业人力资源相关工作经验，有建材行业或总承包企业从业经验优先；3、了解人力资源各模块，在招聘、绩效、员工发展等模块有较好的理解和实操经验，具有较强的独立分析与解决问题的能力；4、良好的沟通表达能力和亲和力，良好的职业操守，抗压能力强。
                            ",工程渠道事业部,不限,无,0人,房地产开发/建筑/建材/工程,5000-10000人,31%,
HRBP,"7-12万
                                        

"," 
杭州-余杭区
",大专及以上,3年以上,语言不限,年龄不限,"带薪年假,免费班车,领导好,五险一金,公司规模大,",职责描述：工作职责：1. 了解并熟悉业务部门的业务战略和团队运作状况，有效推动各项人力资源政策或流程在部门的落地；2. 负责培训、绩效、薪酬、人才发展等人力资源工作在部门的具体开展；3. 在公司整体企业文化框架下，推动业务部门内部团队建设；4. 保持与业务管理层、各层级员工的交流与互动，建立良好的沟通渠道，确保内部信息传递的通畅，保证组织的持续健康发展和业务团队的管理效能；5. 提供业务部门人力资源数据综合分析，为改善和创新提供合理化依据及推行实施6. 配合、支持业务部门其他有关工作。,"资格：1. 大学本科及以上学历；2.  3-5年HRBP岗位工作经验；3. 熟悉人力资源各大模块工作内容，具备较丰富的实践经验；4. 沟通能力、组织协调能力较强，积极主动，熟悉95后群体，能快速融入团队。
",BAT实施部,不限,无,0人,互联网/移动互联网/电子商务,10000人以上,100%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
HRBP主管（新都）,"7-11万
                                        

"," 
成都-新都区
",本科及以上,3年以上,语言不限,年龄不限,"上市公司,带薪年假,五险一金,岗位晋升,团队聚餐,管理规范,技能培训,定期体检,节日礼物,公司规模大,发展空间大,",职责描述：1、专业人员职位，在上级的领导和监督下定期完成量化的工作要求，并能独立处理和解决所负责的任务；2、推行公司各类规章制度的实施；3、执行人力资源管理各项实务的操作流程和各类规章制度的实施，配合其他业务部门工作；4、熟悉当地社保及公积金政策，负责员工社保及公积金的办理；5、执行招聘工作流程，协调、办理员工招聘、入职、离职、调任、升职等手续；6、负责所有人员的考勤，为薪酬制作提供准确依据；7、负责劳动合同、人力资源相关文件和档案的管理；8、领导安排的其他工作。,"要求：1、人力资源或相关专业大专以上学历；2、一年以上人力资源工作经验；3、熟悉人力资源管理各项实务的操作流程，熟悉国家各项劳动人事法规政策，并能实际操作运用；4、具有良好的职业道德，踏实稳重，工作细心，责任心强，有较强的沟通、协调能力，有团队协作精神；5、熟练使用相关办公软件，具备基本的网络知识。
                            ",仓储部,不限,无,0人,互联网/移动互联网/电子商务,10000人以上,30%,
HRBP经理（新都）,"10-12万
                                        

"," 
成都-新都区
",本科及以上,5年以上,语言不限,年龄不限,"上市公司,带薪年假,五险一金,岗位晋升,团队聚餐,管理规范,技能培训,定期体检,节日礼物,公司规模大,发展空间大,",职责描述：1、从HR的专业出发带领团队对运营部门进行HR支持工作；2、负责业务部门人员选、育、用、留各项工作的开展，如招聘、培训、文化活动、员工关系、薪酬绩效等；3、开发西南区域学校资源和派遣资源；4、负责人才梯队建设及方案设计及其他项目工作；5、负责员工活动方案设计及实施宣传；6、完成领导交办的其他工作。,"要求：1、人力资源或相关专业本科以上学历；5年以上HR经验，2年以上团队管理经验；2、有过劳动力密集型行业招聘工作经验，校招、社招资源丰富；3、熟悉灵活用工操作；4、吃苦耐劳，有上进心，适用出差；5、有过HRBP经验或者大型制造业招聘经验者优先。
                            ",京东物流-西南区域分公司-...,不限,无,0人,互联网/移动互联网/电子商务,10000人以上,30%,
HRBP,"面议
                                        

"," 
重庆
",本科及以上,5年以上,语言不限,年龄不限,"带薪年假,年度旅游,扁平管理,五险一金,公司规模大,",职责描述：1. 协助集团HRBP体系搭建工作，建立相关体系标准；2. 深入业务，了解业务需求，为业务提供HR专业及建设性意见；3. 与业务部门人员保持日常沟通，及时发现问题，进行相关信息反馈，提供解决问题方案；4. 提供业务部门绩效优化建议方案，优化员工激励方案；5. 打造团队文化，优化组织氛围；6. 对下属公司HRBP工作的管理和指导。,"要求：1. 具备业务敏锐度和业务导向思维；2. 了解HR各模块专业知识；3. 优秀的沟通影响力。
                            ",集团人力资源中心,不限,无,0人,房地产开发/建筑/建材/工程,10000人以上,97%,
HRBP,"12-27万
                                        

"," 
北京-朝阳区
",统招本科,3年以上,语言不限,年龄不限,"年底双薪,五险一金,发展空间大,休闲餐点,股票期权,",职责描述： （偏招聘为主 技术产品运营+线下销售+开城）1、了解所支持部门业务状况和团队运作状况，负责招聘业务团队需求的人员及制度； 2、执行所支持部门的招聘、员工关系、培训等人力资源工作，协助业务部门提升组织绩效；    3、协助贯彻企业文化、政策及流程在所支持部门的执行；  4、在也许成长过程中持续加强员工沟通管理，畅通公司与员工的双向沟通渠道；  5、其它人力资源支持工作。  ,"要求： 1、统招本科以上学历，3年以上HRBP工作经验，单兵作战能力强，招聘经验丰富；    2、兼有互联网行业背景，020，多业务体系HR支持经验者优先；    3、线上线下招聘实操经验突出者优先；4、对公司业务和文化认同、热爱；    5、抗压性强，具备较强的人际沟通协调能力，善于思考，有亲和力。
                            ",人力资源部,不限,HRM,0人,,50-99人,75%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
HRBP(J10072),"12-18万
                                        

"," 
北京-海淀区
",统招本科,3年以上,语言不限,年龄不限,"领导好,技能培训,岗位晋升,发展空间大,团队聚餐,扁平管理,午餐补助,六险一金,年底双薪,",工作职责:1.推进HR制度的宣贯和实施;2.负责企业文化、价值观在业务线的落地;3.提出年度人员计划及招聘需求，推进招聘实施并进行人员配置;4.设计人员成长路径及人员培养方案，有效制定和实施人才发展计划并跟进实施； 5.进行组织诊断，整合内部资源，提供HR解决方案；6.绩效、员工关系的工作。,"资格:1.本科以上学历，3-5年以上HR工作经验;2.了解人力资源管理各模块知识，熟练掌握招聘及培训两个模块；3.具有出色的应变能力、沟通能力，自我驱动力强；有较强的责任心；
                            ",人力资源部,不限,无,0人,互联网/移动互联网/电子商务,100-499人,61%,
招聘HRBP/人事经理,"10-16万
                                        

"," 
杭州-江干区
",大专及以上,3年以上,语言不限,年龄不限,"弹性工作,节日礼物,绩效奖金,带薪年假,交通补助,通讯津贴,午餐补助,领导好,扁平管理,发展空间大,五险一金,岗位晋升,公司规模大,优秀员工奖,",招聘主管/人事主管一、岗位职责：1、根据现有编制及业务发展需求，协调、统计各部门的招聘需求，编制年度人员招聘计划；2、建立和完善公司的招聘流程和招聘体系；3、利用各种招聘渠道发布招聘广告，寻求招聘机构；4、执行招聘、甄选、面试、选择、安置工作；5、进行聘前测试和简历甄别工作；6、充分利用各种招聘渠道满足公司的人才需求；7、建立后备人才选拔方案和人才储备机制。二、,"要求：1.大专及以上学历；2.年龄25-30岁以内，年轻化的团队；3.有2-3年及以上招聘经验 有猎头经验或互联网创业招聘经验优先猎头经验优先；4.招聘能力强，有抗压能力，想要挑战高薪。三、薪资福利：底薪加业务提成模式，挑战你的理想高薪，我们等你来。欢迎你的加入。
",人力资本运营部,不限,无,0人,,500-999人,84%,
HRBP,"5-7万
                                        

"," 
烟台
",大专及以上,经验不限,普通话,年龄不限,"五险一金,包吃包住,节日礼物,午餐补助,","1、负责分公司或办事处的人事工作。2、组织并协助各部门进行招聘、培训和绩效考核等工作；3、执行并完善员工入职、转正、异动、离职等相关政策及流程；4、员工人事信息管理与员工档案的维护，各部门的考勤统计等事宜；2、需外派（1-2年），外派城市：石家庄、上海、北京。（提供住宿及外派补贴）
                            ",,,不限,无,0人,服装服饰/纺织/皮革,2000-5000人,81%,
HRBP,"8-16万
                                        

"," 
深圳-宝安区
",学历不限,3年以上,语言不限,年龄不限,"五险一金,绩效奖金,弹性工作,扁平管理,带薪年假,午餐补助,节日礼物,团队聚餐,定期体检,年度旅游,",岗位职责1.根据所支持部门的业务战略，为部门提供专业的人力资源解决方案。2.了解所支持部门的业务状况和团队运作状况，辅助加强员工沟通管理，提供符合业务团队个性需求的相关信息。3.为所支持部门提供但不限于招聘、员工关系、职级体系搭建等人力资源工作，协助业务部门提升组织绩效。4.协助贯彻企业文化、政策及流程在所支持部门的执行。5.其它人力资源支持工作。,"资格1.统招本科以上学历，3年以上人力资源工作经验。2.有多业务体系HR支持经验者优先。3.了解人力资源各模块基本工作，并具备招聘、员工关系两个模块及以上人力资源实操经验，熟悉国家相关的政策、法律法规。4.对公司业务和文化认同热爱，有较强团队辅导能力和业务对接能力。5.抗压性强，具备较强的人际沟通协调能力，善于思考，有亲和力。
                            ",人资部,不限,无,0人,,500-999人,100%,
HRBP（培训方向）,"5-8万
                                        

"," 
长沙
",本科及以上,3年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,",1、负责事业部培训模块工作的实施，并持续改善；2、负责搭建事业部培训体系，建立内部教材库、试题库及案例库；3、能够独立进行通用课程、团队领导力课程的开发与设计4、辅导内部讲师进行课程设计与开发；5、协助上级根据公司干部标准，实施干部培养相关项目。,"要求：1、大学本科及以上学历，；2、对培训管理有意识及兴趣，有授课、培训3-5年相关经验；3、较强的逻辑思维能力、学习能力、沟通协调能力及文字功底能力；
                            ",,不限,无,0人,,2000-5000人,100%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
HRBP经理,"面议
                                        

"," 
广州
",本科及以上,8年以上,语言不限,年龄不限,"五险一金,岗位晋升,发展空间大,带薪年假,500强,绩效奖金,交通补助,通讯津贴,定期体检,车辆津贴,午餐补助,节日礼物,年底双薪,",职责描述：1、协助制定公司人力资源管理体系，对管理体系提出建设性意见；2、统筹所在BU的人力资源工作；3、了解BU的人员需求，选择合适的渠道开展招聘工作。4、负责BU的员工关系管理，确保入离调转等相关流程的执行，提供人力数据统计分析报告。5、负责所在BU与人力资源中心的对接，确保人力资源管理体系在BU中有效实施与执行。6、工作地点：广州,"要求：1、全日制本科或以上学历；2、8年以上人力资源相关工作经验，具有房地产行业人力资源管理经验者优先；3、工作条理性强，严谨、细心有亲和力及良好的沟通，抗压能力；4、有高度的责任心、工作主动性和执行力；5、工作态度谦虚谨慎、踏实肯干、能配合公司总体要求，合作协调性强；6、具备良好的沟通技巧，人脉资源广, 熟悉劳动法能独立领导并培育团队；7、熟练使用OFFICE办公软件。
                            ",人力资源中心,不限,无,0人,房地产开发/建筑/建材/工程,2000-5000人,30%,
"HR Manager,HRBP人力资源经理","30-40万
                                        

"," 
上海
",本科及以上,10年以上,语言不限,年龄不限,"技能培训,五险一金,带薪年假,节日礼物,定期体检,年底双薪,绩效奖金,","？1.Together with China HR Director and HR team, develop and implement value adding HR strategy, targets and key activities to support the Company’s vision, strategic challenges and business goals.？2.Partner with business units to drive and implement Talent Management and Succession Planning process with focus on accelerating a strong internal talent pipeline.？3.Drive initiatives and activities including employee engagement survey and follow up to strengthen Employer Branding in the market attracting talents and cultivate a corporate culture engaging people to grow with our business.？4.Develop and implement learning & development strategy and activities to develop leadership competencies in all units.？5.Support local unit management to translate the business strategy into people and competency requirements necessary for achieving the business targets. Identify current gaps, define priorities and needed actions to close the gaps.？6.Keep abreast of the labor market development and recommend effective means/programs to acquire, motivate and retain critical resources.？7.Develop corporate activities to advocate Company’s Code of Conduct and follow through to ensure that it’s well implemented in local units.？8.Strengthen and standardize country HR policies and processes in line with China labor regulations and market best practices.？9.Develop & evaluate reliable recruitment channels and methodologies including campus recruitment to improve the recruitment quality, cost and speed.？10.Together with the HR community, constantly develop and grow the company’s HR professional competencies.？11.Handle HR due diligence in Merges and Acquisitions projects.
                            ",,人事部,不限,无,0人,机械制造/机电/重工,1000-2000人,30%,
HRBP(技术部),"22-27万
                                        

"," 
杭州
",统招本科,3年以上,语言不限,年龄不限,"带薪年假,五险一金,定期体检,弹性工作,年度旅游,节日礼物,午餐补助,","岗位职责：1、全面统筹规划技术部门人力资源开发及战略管理，拟定人力资源规划方案，并监督各项计划的实施；2、配合技术部提供人力资源、组织机构等方面的建议并致力于提高公司综合管理水平，控制人力资源成本；3、负责技术部的整体企业文化建设、制定企业文化推行方案，并制定系列具体措施，做好渗透等宣导工作；4. 完成产品技术总监交代的其他工作。职位要求：1、本科以上学历，人力资源、工商管理等相关科班出身优先，3年以上人力资源管理经验，有大型互联网公司人力团队管理经验者优先考虑；2、熟悉三支柱人力资源管理模式，实践经验丰富， 对人力资源战略规划、人才的引进、薪酬福利设计、绩效激励考核、员工培训、员工职业生涯设计、企业文化等方面具有丰富的实践、管理经验；3、具备优秀的激励、沟通、协调、团队领导能力，责任心、事业心强，具备良好的管理能力和决策能力；4、思维和视野开放，心态乐观，有创业和创新精神；
                            ",,技术部,不限,产品技术总监,0人,,100-499人,77%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
HRBP,"12-24万
                                        

"," 
北京
",统招本科,5年以上,语言不限,年龄不限,"节日礼物,五险一金,岗位晋升,技能培训,管理规范,领导好,午餐补助,带薪年假,",岗位职责：1.独立负责业务部门招聘与储备，根据业务目标，管理组织架构，确保招聘效果；2.进行有效的员工访谈，诊断组织内部问题，及时解决；3.与业务团队负责人密切协作，落实公司政策。,"要求：1.本科以上学历，3年以上招聘或HRBP工作经验；2.熟悉并深入了解招聘全周期；3.人际敏感度高，与部门高效协作。
                            ",人力资源部,不限,无,0人,互联网/移动互联网/电子商务,500-999人,30%,
人力资源经理/hrbp/招聘经理,"12-24万
                                        

"," 
北京
",统招本科,5年以上,语言不限,年龄不限,"节日礼物,五险一金,岗位晋升,技能培训,管理规范,领导好,午餐补助,带薪年假,",岗位职责：1. 负责部门整体BP工作，主动及时提供专业建议和支持，及时反馈和解决团队发展需求；2. 负责招聘和人才配置优化等工作，保障骨干员工的稳定性；3. 负责新员工落地养成，试用期评审，转正晋升相关工作；4. 贯彻与推行公司的各项人力资源政策，确保人力资源管理工作绩效的同步实现。,"要求：1. 本科以上学历，人力资源或相关专业毕业，相关工作背景者优先；2. 3年以上工作经验，熟练掌握招聘模块，考虑问题从业务角度出发；3. 具备优秀的职业素养，能承受一定的工作压力；4. 优秀的沟通协调能力，具备良好的敬业精神和责任心，工作积极主动。重点：金融、互联网相关背景优先
                            ",人力资源部,不限,无,0人,互联网/移动互联网/电子商务,500-999人,30%,
HRBP,,,,,,,,,,,,,,,,,
HRBP,"7-10万
                                        

"," 
深圳-南山区
",大专及以上,2年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,",一、职务概要：负责通过提供咨询和支持帮助业务需要的部门/业务单元执行业务战略；对专业领域的人才管理、人力规划、表格管理等提供支持；在业务单元层面推广人力资源制度/流程/方案；在业务单元中代表人力资源部，并向人力资源部提供业务单元需求。二、主要工作关系HRD\HRM三、岗位职责描述1. 根据人力资源规划，编制招聘需求分析；2. 建立招聘流程与招聘制度的设计；3. 招聘渠道分析与选择；4. 根据业务单元人力需求，拟定员工职业生涯规划；5. 根据设立的内部轮岗/晋升机制，组织实施；6. 编制员工技能看板；7. 建立员工流失控制机制，并统计分析员工流失信息；8. 提供绩效管理思想，评估并验证有效性；9. 执行薪酬调查（行业、目标公司）；10. 协助制定薪酬体系，并实施薪酬核算；11. 协助编制奖励机制、激励机制；12. 培训需求分析，编制绩效提升需求、绩效改善报告；13. 建立培训管理机制，编制培训管理制度及培训流程；14. 编制培训计划，设计培训方式和渠道选择；15. 实施培训，并完成培训效果评估；16. 协助HRM完成人力资源部的各项事务。四、,"资格要求人力资源管理或相关专业大专以上学历；具备丰富的人资管理知识和实践经验，尤其是规范化管理经验。了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规；很强的计划性和实施执行的能力；很强的激励、沟通、协调、团队领导能力，责任心、事业心；具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力；对人性的正确、全面的了解及广博知识，具有亲和力和优秀的人际关系处理技巧；身体健康。分享微信邮件
                            ",,不限,无,0人,影视/媒体/艺术/文化/出版,1-49人,77%,
HRBP（招聘经理or招聘主管）,"7-14万
                                        

"," 
广州
",学历不限,经验不限,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,","岗位职责：1、负责业务部门的人员编制、人才招募、人才梯队建设、人才盘点，确保人才策略高效支持业务发展；2、负责公司各项政策在业务部门落地，包括绩效梳理、业务经营会、业务复盘会、OPM发展通道建设等，并及时总结反馈优化意见；3、负责业务部门的绩效沟通、培训推进、企业文化落地等工作；4、协助业务部门组织架构调整、员工入转调离面谈，扩展沟通渠道，关注员工动态。能力要求：1、热爱互联网／电商行业，对一切新事物充满热情和好奇，敢于打破已有经验及认知；2、具备系统性思维及用户思维，成就动机强、学习能力强、自我驱动强；3、过硬的综合素质及良好的承压能力；4、本科以上学历，互联网／电商行业3 年以上人力资源经验，招聘能力突出。分享微信邮件
                            ",,,不限,无,0人,,100-499人,97%,
HRBP,,,,,,,,,,,,,,,,,
营销HRBP,"19-26万
                                        

"," 
南通
",本科及以上,5年以上,语言不限,年龄不限,"绩效奖金,带薪年假,交通补助,通讯津贴,定期体检,五险一金,上市公司,公司规模大,发展空间大,节日礼物,岗位晋升,午餐补助,",岗位职责：1、全面负责营销部门的招聘、培训、绩效、员工关系等各方面的工作，进行营销团队激励、梯队建设、人才培养、员工晋级等工作，为营销部门提供充足的人力支持和人才保障；2、参与制定、执行、评估及优化营销团队管理制度、流程、标准及表格；3、根据部门实际情况，为其提供专业的人力资源解决方案和政策咨询；4、完成其他重要人力资源工作。,"要求：1、专业不限，本科及以上学历；2、5年以上地产行业人力资源工作经验；3、熟悉营销业务模块，具备较强的业务理解能力和业务认知；4、具备较强的人际敏感度，资源整合能力、团队建设能力、计划执行能力及沟通协调能力；5、责任感强，有工作热情，善于沟通，抗压能力强。
                            ",人力资源部,不限,无,0人,房地产开发/建筑/建材/工程,1000-2000人,30%,
HRBP,"13-20万
                                        

"," 
成都
",统招本科,5年以上,普通话,25-35岁,"技能培训,岗位晋升,发展空间大,带薪年假,定期体检,五险一金,公司规模大,",1. 招聘：根据用人部门需求制定招聘计划，完成人员招聘、甄选、录取工作，管理、开发各种招聘渠道，并进行招聘质量、费用统计及分析，保证招聘工作的顺利开展。2. 薪酬绩效：协助HRM推进业务部门薪酬、绩效管理工作，包括方案制定、推行落地及问题调整，持续激励员工成长，保持团队激情3. 培训及团队建设：负责员工培训课件开发、策划团队文化活动，传递企业文化。定期开展员工满意度调查，提出可行性建议，以提升员工满意度及敬业度。,"要求：1. 5年以上HR从业经验，擅长招聘模块，热爱HR工作2. 具备良好的专业知识及丰富的实操经验，擅长人才甄选及人才培育3. 具备较强的业务理解能力，能够结合业务特征开展人力资源相关工作4. 具备较强的沟通能力、执行力、团队合作意识
                            ",人力行政部,不限,HRM,0人,规划/设计/装潢,500-999人,74%,
HRBP高级主管,"12-14万
                                        

"," 
福州
",本科及以上,5年以上,语言不限,年龄不限,"年底双薪,绩效奖金,带薪年假,定期体检,技能培训,管理规范,五险一金,团队聚餐,外派津贴,发展空间大,公司规模大,优秀员工奖,通讯津贴,免费班车,交通补助,",职责描述：1、拟定对应业务部门的人力资源规划组织实施对应业务部门在员工发展、人才发掘与能力培养、绩效管理、团队建设等方面的工作；2、完善业务部门人力资源管理工作，培养和发展业务部门各级干部的人力资源管理能力；3、推动公司人力资源管理政策体系、制度规范在各业务单元的落实。,"要求：1、大学本科及以上学历；2、5年以上人力资源工作经历，至少3年以上HRBP工作经验，具IT企业人力资源工作经验优先。3、人力资源基础专业知识，心理学知识、IT行业基础知识，较宽的知识面。4、性格开朗、学习能力和求知欲强、容易接收新事物，有较强的计划、组织、协调、判断和控制能力，较好的语言表达能力。
",新大陆软件,不限,无,0人,,1000-2000人,,
HRBP（招聘经理／招聘主管）,"7-14万
                                        

"," 
广州
",统招本科,3年以上,语言不限,年龄不限,"年底双薪,定期体检,发展空间大,五险一金,节日礼物,带薪年假,年度旅游,扁平管理,免费下午茶,7天年假,周末双休,专业培训,图书馆,舞蹈室,部门活动经费,晋升通道清晰,","岗位职责：1、负责业务部门的人员编制、人才招募、人才梯队建设、人才盘点，确保人才策略高效支持业务发展；2、负责公司各项政策在业务部门落地，包括绩效梳理、业务经营会、业务复盘会、OPM发展通道建设等，并及时总结反馈优化意见；3、负责业务部门的绩效沟通、培训推进、企业文化落地等工作；4、协助业务部门组织架构调整、员工入转调离面谈，扩展沟通渠道，关注员工动态。能力要求：1、热爱互联网／电商行业，对一切新事物充满热情和好奇，敢于打破已有经验及认知；2、具备系统性思维及用户思维，成就动机强、学习能力强、自我驱动强；3、过硬的综合素质及良好的承压能力；4、本科以上学历，互联网／电商行业3 年以上人力资源经验，招聘能力突出。
                            ",,后端职能部门,不限,无,0人,,100-499人,97%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
HRBP专员,"5-7万
                                        

"," 
上海
",本科及以上,经验不限,语言不限,年龄不限,"公司规模大,午餐补助,发展空间大,技能培训,管理规范,",【岗位职责】1.参与企业文化建设及组织实施，宣导积极有效、健康向上的企业文化，引导员工价值观，维护公司的良好形象，增加员工沟通交流，营造良好的工作氛围。2.参与总部、子公司的福利体系的建设；3.参与搭建公司节假日活动（员工关怀、活动拓展、节日活动等），推广公司文化，改善员工沟通；4. 对接总部员工及各城市HR关于人事相关制度、政策、方案的推广，收集反馈信息并改进；5.员工宿舍的管理；6.按月、按季度、按年度制作数据报表（包括节日福利方案、相关经费预算表）；7.按时完成领导布置的工作任务； 【,"要求】a.全日制本科及以上学历，有经验优先；b.专业不限，人力资源管理专业优先；c.熟练使用办公软件，有较强的文档书写能力；d.有较高的工作热情和工作主动性，较高的职业道德，有较强的亲和力，沟通能力，判断和执行能力；e.心态开放，做事细心，团队合作具备很强的学习能力；f.形象气质佳；
                            ",HRBP,不限,无,0人,房地产服务(物业管理/地产经...,1000-2000人,85%,
