职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
Plant HR Manager,"
                    	30-40万
                    ",上海,统招本科,10年以上,英语 + 普通话,35-40岁,,"
               * Work with Management team of the plant to identify and plan for human resource requirements to meet short, medium and long-term business needs, such as preparing & updating the succession plan, leading the workshop to identify the strengths & weakness of each Dept. and supporting the improvement, etc.* Ensure the development, maintenance and provision of timely a relevant manpower information to aid management decision making* Ensure HR team is well developed and resourced to enable it to respond professionally & effectively to business needs.* Manage and control the labor cost to support the plant with a beneficial business result* Ensure the corporate programs are well implemented in the plant* Promote effective communication between employees and management* Be in charge of external liaison consulting department and government* Manage the HR information systems and provide timely and relevant statistics and information to support management planning and decision making, and legal complianceRequirements:* Bachelor degree or above, major in Human Resource Management or related majors* Minimum 10 years working experience in large multinational manufacturing companies with a leadership role in Human Resources and plant experience is a must* Be familiar with labor law, government rules and regulations, be ability in operations in a foreign company* Good communication skill with excellent English skill in both oral and written* Know about Environmental laws and regulationsFamiliar with company emergency procedure
            ",,Human Resource,不限,HR Head,10人,,,"
100%
							",1
HR operation manager,"
                    	50-80万
                    ",上海,学历不限,8年以上,语言不限,30-40岁,,"
               Standardization of HR Operational Process and Guidelines Supervise and guide the HR operations team regarding the process, policies, social insurance related regulations in daily operations; Build strong relationship with key internal clients and peer functions, e.g. business facing HR team, tax, legal and finance team, to ensure obtain support to allow efficient HR Operations delivery; Manage the quality and accuracy in all key operational deliveries, e.g. payroll, IIT reporting and filing, benefits services and staff movement records, etc. Establish the peer-review to ensure accuracy in delivery, and backup mechanism among team members for business continuity in crisis;HRIS Systems management and improvement Ensure smooth running and upgrade of HRIS systems - act as the project manager for China to ensure the group ops system deployment; address any issues/changes required as country SME; Ensure accurate and complete data management throughout the employment life cycle (on-boarding, transfers, absence, exit etc).Continuous improvement of the service Identify and prioritize the improvement areas based on regular team self-assessment and clients’ feedback Lead the continuous improvement projects in HR Operations service, procedures and HRIS systems according to the agreed improvement plans; Ensure data privacy standards and other internal and external data related regulations are followed;Vendor management
            ",,HR,不限,HRVP,0人,,,"
99%
							",1
China HR Manager,"
                    	45-50万
                    ",上海,统招本科,10年以上,英语 + 普通话,35-40岁,,"
               Requirements:Bachelor or above degree in HR management or the related majorMin. 8 years HR generalist experience (preferably from the high-tech industrialization, international companies)Skills required:  Strong Business Acumen Strong Teamwork Self-motivated and Proactive Good Communication Skill  Good Analytical Skill Demonstrated Good Interpersonal Skill Good Planning Language ProficiencyJob Descriptions:Company HR Policies and Guidelines Compiling:Compile HR polices in accordance with Oerlikon Group HR Policy and relevant laws and regulations China On time updating of Company HR policies Talent Acquisition:On time delivery in terms of shortening the hiring lead time, optimization of the hiring cost as well as the improvement of hiring quality. Recruitment process and vendor managementC&B; and Organizational Effectiveness:Annual budgeting and 12 month personnel cost rolling forecastBenefits managementCompensation and benefits benchmarking internally and externally.Performance process managementTraining & development:Annual training planning consolidation Training curriculum confirmationTraining records management Training effectiveness evaluationTalent Management:Talent management conducting such like talent calibration Succession managementHR Project Management: Implementation of Assigned HR projectsRoll out of relevant global HR Process for ChinaShare best practices with HR colleagues from other countries after the implementation of the HR projects. Employee Relations:Annual employee communication planning and implementationLabor relation managementAdministration management:Management expatriates (including their family members) work permit, residence permit and etcMeal/Shuttle bus/Cleaning/planting service management Admin service and cost management Other administrative affairs 
            ",,HR,不限,Asia HRD,3人,,,"
<15%
							",1
人力资源经理,"
                    	25-45万
                    ",北京,学历不限,经验不限,语言不限,20-40岁,,"
               人力资源经理人力资源经理人力资源经理人力资源经理人力资源经理人力资源经人力资源经理理人力资源经理人力资源经理人力资源经理人力资源经理人力资源经理人力资源经理人力资源经理人力资源经理人力资源经理人力资源经人力资源经理理人力资源经理人人力资源经理人力资源经理人力资源经理人力资源经理人力资源经理人力资源经人力资源经理理人力资源经理人力资源经理人力资源经理人力资源经理力资源经理人力资源经理人力资源经理
            ",,人事部,不限,CEO,15人,,,"
100%
							",1
HR manager/人力资源经理,"
                    	40-50万
                    ",北京,本科及以上,8年以上,英语 + 普通话,30-40岁,,"
               Position: Regional HRMLocation: Daxing District, BeijingResponsible for overall human resource management of North China Region.Requirements:1. 8+ years' HR experience, 3 years in management role.2. Workable English.3. Experience in famous MNC is preferred.4. Flexible to change.
            ",,Human Resource,不限,HRD,2人,,,"
100%
							",1
China HR Operation Manager,"
                    	40-60万
                    ",苏州,本科及以上,8年以上,语言不限,30-45岁,,"
               Responsible for leading, supporting, coordinating and consolidating the management of the HR functions in all China plants to ensure that HR activities complement and support business goals and objectives. This will be accomplished through the adoption of system, policies, practices and processes at Plant including staffing, compensation and benefits, training and development, and employee relationship management.负责领导,支持并统一协调中国各工厂的人力资源管理，通过运用系统，政策，程序和各种实践完成对工厂内招聘，薪酬，培训发展和员工关系的建立和优化，从人力资源的角度，协助并支持业务目标及发展。Work with plants management team and CHQ HR team to build and develop a high performance team that is able to drive an effective and efficient operation to support business growth for all China Plant.与工厂管理团队和中国区集团人力资源团队沟通合作，在各工厂建立并发展高效团队，有效的支持各工厂业务发展Principle Accountabilities: 主要职责：Guide plant HR team to implement appropriate HR programs, policies and practices 	to support achievement of business objectives.领导工厂人力资源管理团队，实施适当的人力资源方案，政策和实践活动，以协助完成业务目标。Develop and lead a winning strategy for Plant HR Management发展并领导执行工厂人事管理战略。Develop an efficient and high performance Plant HR Operation Team. Motivate, support & educate the HR Operation team in accordance with company goals.建立并发展高效的工厂人事团队。鼓励，支持并教育工厂人事团队为实现统一的公司目标而工作。Lead plant HR team and partners with Plant Leadership team to assess, select, develop and retain talent at various levels of organization. 领导工厂人事与工厂管理团队合作，评估，选择，发展并保留各级工厂人才，以满足工厂的组织发展需求。Lead plant HR to implement C&B; programs that is competitive in the market and internally equitable. 领导工厂人事执行中国区总部的薪酬项目，确保工厂薪酬对内的公平性和对外的竞争性。Lead plant HR to develop and maintain positive employee relations to create an exceptional work environment and culture for employees, and control labor costs through reduced turnover and other ways. 领导工厂人事发展并维护良好的员工管理，建立和谐的公司文化和环境，通过降低离职率等方法控制人力成本。Lead plant HR to drive continuous plant improvement through effective performance management to ensure that performance management practices are fully integrate领导工厂人事通过高效的人员绩效管理持续提高工厂的整体绩效，并确保所有绩效管理的统一性。Lead plant HR to manage the data integrity of the Human Resources information Systems (HRMS), ensure all HR data is accurate and up to date. 带领工厂人事管理人事信息系统，确保所以人事数据和信息的正确性和时效性。Direct the training and organizational development activities for the plant through an effective training needs analysis and the establishment of an annual plan for employee growth. 通过有效的培训需求分析制定工厂年度员工培训计划，指导并确保培训和发展活动在工厂的顺利实施。Support and coach plant HR to maintain close communication with functional heads and employees to ensure proactive response to potential people issues.指导并教育工厂人事与职能经理和员工保持密切联系和沟通，确保及时解决潜在的人事问题。Direct plant HR to plan, implement appropriate employee activities to encourage teamwork and commitment.指导工厂人事计划、开展合适的员工团队活动以激励团队士气。Handle other duties that may be assigned from time to time. 有时需处理其他事务。Experience/Education 经历/文化背景At least 8+ years of HR experience, with 4+ years site HR manager experience.具有8年人力资源工作经验，其中至少4年的工厂人事经理经验。	College degree or above.本科或本科以上	Willing to travel a lot in various locations where plants are能适应频繁出差到下属工厂所在地Knowledge of Chinese Labor Law, local regulations regarding employment issues and related matters.熟悉中国劳动法和地方劳动法规。Exposure to Matrix structure.有矩阵管理经营。Fluent Chinese and English both In writing and speaking中英文的书面语与口语流利。Good computer skill具备良好的计算机应用能力。Attribute 能力特征Very strong communication and negotiating skill极强的沟通和谈判能力Good interpersonal skills良好的人际沟通能力。Get things done through others较强的团队合作精神。Proactive and flexibility工作积极，应变力强。Integrity  为人诚实。Strong capability of managing complexity较强处理复杂事情的能力High level mentoring skills  较好的指导能力Excellent organizational and time management skills 较好的组织及时间管理能力
",,人事部,不限,HRD,0人,,,"
100%
							",1
HR Manager 人事经理,"
                    	20-30万
                    ",上海,统招本科,5年以上,普通话,28-38岁,,"
               工作职责：- 负责公司全盘人力资源管理- 公司岗位梳理，薪酬设计，福利体系设计与事实，工资发放，与奖金测算等薪资- 员工入职培训流程以及资料梳理及实施- 协助业务部门梳理招聘流程，管理外部供应商- 员工入离职手续与资料管理- 维护员工关系，建立和实施员工激励计划要求：- 5年以上人力资源相关职位经验，可以接受纯薪资福利岗经验候选人- 沟通表达能力强，能独立处理日常工作
            ",,人事部,不限,China GM 总经理,0人,,,"
100%
							",1
人力资源经理,"
                    	15-45万
                    ",上海,学历不限,3年以上,语言不限,20-50岁,,"
               岗位职责：1、负责建立、完善子公司（金融、高科技制造）人力资源管理体系；2、负责根据企业规划提出组织结构设计方案并通过各种方式快速搭建高效的员工队伍；3、负责根据行业、产品及组织特点，提出针对性的激励机制并落地，推动企业整体绩效目标的完成；4、不断优化员工队伍，打造一支高素质、高绩效、结构合理、投入产出比高的员工队伍，能不断为集团及其他子公司输出优秀干部和员工；5、负责传递、推广集团的优秀企业文化，并根据子公司的特点形成自己优秀的企业文化。","要求：1、全日制本科以上学历，人力资源管理相关专业，年龄在35岁左右；2、八年以上人力资源相关工作经验，有中大型人力资源咨询项目经理工作经验，同时具有甲方人力资源经理工作经验优先，或在多元化产品的上市公司主持激励机制设计和落地工作经验者优先。
            ",人力资源部,不限,总裁,5人,,,"
99%
							",1
人力资源经理,"
                    	15-45万
                    ",北京,学历不限,3年以上,语言不限,20-50岁,,"
               岗位职责：1、负责建立、完善子公司（金融、高科技制造）人力资源管理体系；2、负责根据企业规划提出组织结构设计方案并通过各种方式快速搭建高效的员工队伍；3、负责根据行业、产品及组织特点，提出针对性的激励机制并落地，推动企业整体绩效目标的完成；4、不断优化员工队伍，打造一支高素质、高绩效、结构合理、投入产出比高的员工队伍，能不断为集团及其他子公司输出优秀干部和员工；5、负责传递、推广集团的优秀企业文化，并根据子公司的特点形成自己优秀的企业文化。","要求：1、全日制本科以上学历，人力资源管理相关专业，年龄在35岁左右；2、八年以上人力资源相关工作经验，有中大型人力资源咨询项目经理工作经验，同时具有甲方人力资源经理工作经验优先，或在多元化产品的上市公司主持激励机制设计和落地工作经验者优先。
            ",人力资源部,不限,总裁,5人,,,"
98%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
HRBP/HR Manager,"
                    	20-40万
                    ",厦门,统招本科,5年以上,英语,20-36岁,,"
               Talent Acquisition and Development:	Manage recruitment process, attract young and potential candidates to the organization through various recruitment channels, effectively leverage Online and WeChat recruitment platforms	Develop interview and selection/assessment techniques and train relevant skill to line managers and subordinators	Retain and development talents through effective talent review, talent talking and talent calibration process.  Support talent development programs as requiredPerformance Management and Development Culture:	Drive performance management process, provide necessary PMS training, facilitate and monitor performance talking and calibration as required to ensure the on time and quality deliveryLearning and Development:	Conduct learning needs analysis and annual training nomination, develop and organize in-region learning initiatives and projects to further elevate individual and organization capability	Explore and analysis employees functional capability gaps with refer to the designated skillset, provide constructive suggestion and improvement plan for individuals with key stakeholdersOrganization Contribution:	Proactively build and establish closer working relationship with business partners in designing, implementing various HR activities, programs and projects in the region	Constantly improve the organization efficiency and performance through effective resources allocation, process improvement as well as policy and procedure optimization 	Work closely with key stakeholders, identifying business development needs so as to provide effective day-to-day HR support People Management:	Clear KPI and IDP setting to direct reports, periodically follow up and monitor performance talking, supervise and provide effective on job coaching to subordinatorsSpecific Knowledge/Experience and Skills Required:	Minimum 4 years of human resources management experiences	Bachelor degree, solid experience in TA or OD is preferred 	A good team player, mature, presentable, hardworking and passionate, fluent in English both oral and written	Strong implementation and execution capability, hands-on and result-oriented	Superior interpersonal and influence skills, demonstrated effective team collaboration, coaching and problem solving skills when dealing with all levels partners in the organization	Proficient in Microsoft office software: Excel, PowerPoint and Word, etc 
            ",,HR,不限,Associate HR Director,1人,,,"
100%
							",1
HR Manager 人事经理,"
                    	40-70万
                    ",上海,统招本科,10年以上,英语,33-45岁,,"
               工作职责：1.Act as the main point of contact for divisions（supply chain divisions） as HR partner. Support business leaders and teams achieving their goals.2.Build strong relationships and trust with leaders and colleagues, offer HR expertise and coaching on people issues, assist leaders to gain better understanding of associates' needs and career aspirations3.Understand the business financials, key gaps in productivity and connect the financial result with associates performance4.Ensure the execution and delivery of HR operational activities in effective and efficient manner5.Communicate and gather support from other HR functions with their expertise in areas like training, development, talent acquisition, C&B;, performance management, policies and internal communication etc6.Responsible for organization design and workforce planning of respective business function and build up sustainable organization for business growth7.Lead change management project to drive business performance8.Manage on-boarding process by working with other HR functions for required documentation and delivering HR orientation to new hires, coordinate internal transfer process and participate in line manager interviews per needs9.Understand training and development needs for business and gather support from TLD function10.Manage associate engagement through effective implementation of AOS and share AOS results/ insights with business leaders11.Manage open door/ special case and arbitration issues for respective business division12.Support business in the talent review and succession planning process for building/ maintaining an effective and motivate talent pool13.Support performance management programs for business division and present insights to business leaders in building a performance driven culture14.Manage coaching/ separation processes for associates in business divisions","要求：Bachelor degree or above8+ years of HR experience with a sizable organization5+ years of HR business partner experienceStrong HR professional knowledgeFamiliar with the department business operationsBusiness acumenExcellent communication and consulting skillsAbility to manage multiple priorities and work well under pressureExcellent interpersonal and negotiation skillsCustomer oriented and able to build trust with customersStrong project management skillsFluent in written and oral English
            ",人事,不限,Global HR Director,6人,,,"
97%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
人力资源经理,"
                    	30-35万
                    ",北京,大专及以上,5年以上,语言不限,25-40岁,,"
               1.有大型物业公司的区域人力资源管理工作经验；2、直接汇报对象为分公司总经理；工作地点：朝阳区
            ",,北京分公司,不限,分公司总经理,5人,,,"
100%
							",1
人力资源经理,"
                    	40-50万
                    ",北京,本科及以上,3年以上,语言不限,24-42岁,,"
               1、根据公司发展战略，全面统筹规划公司的人力资源战略。2、根据公司的业务发展目标，制定人力资源规划，采取多种方式拓展人员招聘渠道，规范招聘流程，并参与对关键岗位应聘人员的面试筛选3、根据业务发展需要，通过挖掘、分析培训需求，制定并组织实施员工培训计划，组织技能考核鉴定，监督培训效果评估，合理控制培训费用4、根据公司的业务导向，制定绩效考核管理制度，落实考核指标并监督执行，统计考评结果，管理考评文件，做好考评后的绩效改进、沟通及不合格员工的辞退5、跟踪业界薪酬水平，结合国家福利政策，制定激励性的薪酬福利制度及方案6、根据公司战略与历史发展，结合行业特点，塑造、维护、发展和传播积极进取的企业文化7、依据公司的用人规定，负责员工劳动合同的签订和管理工作8、负责部门人员的队伍建设，选拔、培训、考核本部门员工
            ",,人力资源部,不限,人力资源总监,0人,,,"
100%
							",1
人力资源经理,"
                    	20-30万
                    ",杭州,本科及以上,6年以上,语言不限,28-34岁,,"
               1、整理调整公司组织架构与各部门岗位设置，做好人才梯队建设，完善人力各项规章制度，计划实施工作流程；2、不断完善更新公司员工工资管理办法和分配方案；3、组织公司员工招聘、聘任、调动、劳动关系、考核、晋升、奖惩；4、安排年度总体的培训计划，指导培训工作开展，并对培训的效果进行分析；5、制定员工的薪资、福利政策，组织绩效管理与考核，并进行管理人员的绩效面谈；6、制定招聘计划，建立公司合理、有效的招聘体系；7、负责招聘实施，监控招聘过程，并对招聘效果进行评估；8、负责对各招聘渠道进行维护与评估，负责年度校园招聘的组织策划工作；9、负责修订和完善招聘相关管理制度和工作流程；10、负责全年招聘计划的实施与跟进；11、负责公司中高端人才引进；12、负责人力预算的控制，并合理进行员工内部调整，以优化人员结构；13、负责建设公司人才库，为公司储备人才。
",,人力资源,不限,HRD,0人,,,"
100%
							",1
人力资源经理,"
                    	12-42万
                    ",深圳,学历不限,1年以上,语言不限,20-40岁,,"
               1、根据公司发展战略，制定招聘规划并组织实施招聘工作；2、进行工作岗位分析，制定工作岗位说明书； 3、负责公司员工的培训组织，根据公司需要及人员发展规划方案制订年度培训计划，以确保新入职员工迅速适应并胜任其工作，同时，丰富和提升在职员工专业技能水平； 4、负责绩效考核工作，制定切实可行的绩效考核方案，及时有效进行绩效反馈，以期不断提升企业及员工的绩效；5、组织进行年度薪酬、人工成本等费用预算并且根据公司及实际要求制定薪酬调整方案；6、办理员工入职、转正、晋升、调岗、辞职、辞退等相关手续；7、劳动合同的签订及续签等相关手续；8、审核每月考勤、社保、公积金、薪酬，负责离职员工的薪资发放；9、完善人事管理制度，并有效推动执行，公布各项人事公告；10、定期与员工进行面谈，及时了解员工工作情况及思想动态，及离职面谈；11、根据国家法律法规提出合理化建议，规避法律风险。
            ",,人力资源,不限,组长,2人,,,"
100%
							",1
人力资源经理,"
                    	15-30万
                    ",深圳,本科及以上,3年以上,语言不限,25-38岁,,"
               岗位职责:1、统筹规划公司人力资源开发及战略管理，拟订适应公司发展的人力资源规划方案，并监督各项计划的实施；2、建立并完善人力资源管理体系，向公司决策层提供人力资源、组织机构等方面的建议并致力于提高公司综合管理水平，控制成本；3、负责协调管理招聘、培训、薪酬福利、员工关系、绩效考核、激励机制等人力资源职能，熟悉国家相关的政策、法律法规；4、及时处理公司管理过程中的重大人力资源问题；5、负责组织建立和指导、监督人力资源管理和行政管理的制度和流程的实施，以及各部门的岗位管理制度。6、建立健全适应公司发展的行政管理体系，强化行政管理的专业性和规范性，提升公司核心竞争力；7、协调塑造良好的企业形象、企业文化和价值观，提高员工的凝聚力和归属感。9、制定行政相关预算，完成以及日常行政成本监管工作；10、对相关公共关系的联系、维护工作进行协调处理。","要求：1、人力资源管理或相关专业本科以上学历；2、5年以上人事行政管理经验；2年以上互联网相关企业人力资源部门经理或总监工作经验者优先；3、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规；4、很强的计划性和实施执行的能力；有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心；5、具备搭建新团队经验者优先；6、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力。
            ",行政部,不限,总经理,0人,,,"
90%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
人力资源经理,"
                    	30-50万
                    ",上海,学历不限,2年以上,普通话,25-40岁,,"
               公司品牌已在中国多个城市占领大部分市场，在把一流的产品和一流的设计理念带给中国消费者的同时，也努力向消费者提供世界一流的服务,建立起了遍布全国的经销商网络，为中国消费者提供世界一流的服务体验。我公司积极参与公益事业，推动社区的环境改善和所在地的经济发。
            ",,人力资源部,不限,总经理,0人,,,"
50%
							",1
人力资源经理,"
                    	20-30万
                    ",珠海,统招本科,5年以上,语言不限,28-40岁,,"
               1、根据公司发展战略制订公司招聘计划及人员需求计划，跟踪计划执行情况，查找问题改善执行确保计划完成的及时性和质量；2、改进招聘流程及标准，完善招聘制度；3、统筹招聘渠道，监控渠道使用，对渠道效果总结分析，维护优化并提升招聘渠道有效性，控制招聘成本预算；4、参与岗位的招聘实施，包括人才搜寻、面试和评估、与业务部门协调、促成招聘决定、录用商谈、确保顺利入职和试用期维护等；5、从招聘的角度为业务部提供专业服务，包括进展汇报、针对各职位的招聘建议、流程指导、招聘培训、建立人才储备等，建立良好的合作机制；6、建立企业人才库，提高招聘精准度和及时性；7、制订并策划雇主品牌实施方案，提高雇主品牌知名度与美誉度；8、负责本团队的日常管理，包括但不限于能力提升、绩效管理、人员关怀等；9、协助完善面试题库、开拓测评工具；职位资格：1、本科以上学历，专业不限，熟悉国家相关法律法规；2、在医药行业从事招聘管理5年以上工作经验，熟悉招聘流程，熟练运用各种招聘工具和手段，对渠道开发与管理有丰富的实践经验；3、结果为导向，执行力强，富有激情，能够承受较大的压力，敢于接受挑战；4、具有良好的职业道德和职业操守及良好的团队合作意识；5、优秀的语言表达及沟通能力，协调能力、亲和力和明锐的洞察能力和分析判断力。
",,HR,不限,HRD,3人,,,"
100%
							",1
人力资源经理,"
                    	10-20万
                    ",厦门,大专及以上,5年以上,语言不限,25-40岁,,"
               岗位职责：1、依照公司策略，规划人力资源部门工作；2、根据公司的规划，做好定岗定编，制定招聘计划，完成招聘任务；3、负责招聘渠道的建设和维护，人员的面试、评估、薪资谈判；擅长招聘，对招聘有自己的理解；4、入职培训及其他部门日常培训工作配合；5、公司各项规章制度编写、执行；6、绩效方案制定、考核工作；7、薪酬体系制定、完善；8、员工福利申请发放；9、员工考勤、薪资核算；10、负责好安排部门其它人事和行政事务；
            ",,人力资源,不限,总经理,5人,,,"
100%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
人力资源经理,"
                    	15-25万
                    ",杭州,本科及以上,4年以上,语言不限,27-47岁,,"
               1.根据企业经营目标制订企业的人力资源战略规划;2.负责组织实施并监督企业的人力资源战略计划;3.为企业建立双赢的人才管理方式，建立企业人才储备体系;4.建立畅通有效的沟通渠道和有效的激励机制;5.负责人力资源部门的日常工作，将工作任务分配给部门下属，并监督下属员工的实施情况。6.进行员工绩效考核，负责员工的薪资和福利工作;7.组织员工进行培训，提高员工的工作能力;8.建设和维护企业文化，组织员工学习和宣传企业文化和企业精神;9.进行企业团队建设，建立具有凝聚力和团队精神的团队;10.负责企业的各种活动以及会议工作;11.完成领导交给的其他工作。
            ",,人力资源部,不限,集团人力资源总监,2人,,,"
<15%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
人力资源经理,"
                    	30-50万
                    ",青岛,统招本科,5年以上,语言不限,30-38岁,,"
               岗位职责：负责人力资源相关工作；在人力资源某1-2个模块里面比较精通；岗位要求：本科以上学历；外资背景的优先考虑；年龄在30-38岁左右
            ",,人力资源部,不限,人力资源总监,0人,,,"
100%
							",1
人力资源经理,"
                    	30-60万
                    ",北京,学历不限,6年以上,语言不限,25-45岁,,"
               （1） 根据公司实际情况和发展规划拟定公司人力资源计划，经批准后组织实施。（2） 制订人力资源部年度工作目标和工作计划，按月做出预算及工作计划，经批准后施行。（3） 组织制订公司用工制度、人事管理制度、劳动工资制度、人事档案管理制度、员工手册、培训大纲等规章制度、实施细则和人力资源部工作程序，经批准后组织实施。（4） 制订人力资源部专业培训计划并协助培训部实施、考核。（5） 加强与公司外同行之间的联系。（6） 负责在公司内外收集有潜力的和所需的人才信息并组织招聘工作。（7） 审批公司员工薪酬表，报总经理核准后转会计部执行。（8） 组织办理员工绩效考核工作并负责审查各项考核、培训结果。（9） 制订述职周期经批准后安排述职活动
            ",,人事部,不限,总监,0人,,,"
99%
							",1
人力资源经理,"
                    	25-40万
                    ",深圳,学历不限,6年以上,语言不限,28-45岁,,"
               （1） 根据公司实际情况和发展规划拟定公司人力资源计划，经批准后组织实施。（2） 制订人力资源部年度工作目标和工作计划，按月做出预算及工作计划，经批准后施行。（3） 组织制订公司用工制度、人事管理制度、劳动工资制度、人事档案管理制度、员工手册、培训大纲等规章制度、实施细则和人力资源部工作程序，经批准后组织实施。（4） 制订人力资源部专业培训计划并协助培训部实施、考核。（5） 加强与公司外同行之间的联系。（6） 负责在公司内外收集有潜力的和所需的人才信息并组织招聘工作。（7） 审批公司员工薪酬表，报总经理核准后转会计部执行。（8） 组织办理员工绩效考核工作并负责审查各项考核、培训结果。（9） 制订述职周期经批准后安排述职活动
            ",,人事部,不限,总监,0人,,,"
99%
							",1
人力资源经理,"
                    	15-30万
                    ",大连,大专及以上,5年以上,语言不限,20-45岁,,"
               岗位职责：1.、根据公司发展，拟定人力资源需求、开发、配置计划及各部门人员编制计划，审核各部门人员配置情况；对公司各项规章制度的监督与执行；2、参与公司绩效管理、考勤管理等工作；3、对公司奖惩规定的监督与执行；4、负责员工考勤、调休、请假、加班管理与统计；5、办理员工的入职、离职等工作。6、负责员工档案管理及维护，负责员工劳动合同的管理；7、负责人事表格、资料的制作、收集整理；8、负责建立健全公司招聘、培训、工资、保险、福利、绩效考核等人力资源制度建设；","要求：1、人力资源相关专业本科毕业，从事人力资源两年以上；2、熟悉员工入职、离职、社会保险；3、熟练操作计算机，熟练使用各种办公软件；4、熟悉人力资源管理中招聘、培训管理、绩效考核等模块管理工作，独立建立对应管理体系；5、具备较好的表达、沟通、组织、协调能力和时间管理能力及亲和力；6、具备良好的学习能力。
            ",人事部,不限,人力资源总监,0人,,,"
98%
							",1
人力资源经理,"
                    	15-30万
                    ",天津,大专及以上,5年以上,语言不限,20-45岁,,"
               岗位职责：1.、根据公司发展，拟定人力资源需求、开发、配置计划及各部门人员编制计划，审核各部门人员配置情况；对公司各项规章制度的监督与执行；2、参与公司绩效管理、考勤管理等工作；3、对公司奖惩规定的监督与执行；4、负责员工考勤、调休、请假、加班管理与统计；5、办理员工的入职、离职等工作。6、负责员工档案管理及维护，负责员工劳动合同的管理；7、负责人事表格、资料的制作、收集整理；8、负责建立健全公司招聘、培训、工资、保险、福利、绩效考核等人力资源制度建设；","要求：1、人力资源相关专业本科毕业，从事人力资源两年以上；2、熟悉员工入职、离职、社会保险；3、熟练操作计算机，熟练使用各种办公软件；4、熟悉人力资源管理中招聘、培训管理、绩效考核等模块管理工作，独立建立对应管理体系；5、具备较好的表达、沟通、组织、协调能力和时间管理能力及亲和力；6、具备良好的学习能力。
            ",人事部,不限,人力资源总监,0人,,,"
96%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
人力资源经理,"
                    	15-30万
                    ",武汉,大专及以上,5年以上,语言不限,20-45岁,,"
               岗位职责：1.、根据公司发展，拟定人力资源需求、开发、配置计划及各部门人员编制计划，审核各部门人员配置情况；对公司各项规章制度的监督与执行；2、参与公司绩效管理、考勤管理等工作；3、对公司奖惩规定的监督与执行；4、负责员工考勤、调休、请假、加班管理与统计；5、办理员工的入职、离职等工作。6、负责员工档案管理及维护，负责员工劳动合同的管理；7、负责人事表格、资料的制作、收集整理；8、负责建立健全公司招聘、培训、工资、保险、福利、绩效考核等人力资源制度建设；","要求：1、人力资源相关专业本科毕业，从事人力资源两年以上；2、熟悉员工入职、离职、社会保险；3、熟练操作计算机，熟练使用各种办公软件；4、熟悉人力资源管理中招聘、培训管理、绩效考核等模块管理工作，独立建立对应管理体系；5、具备较好的表达、沟通、组织、协调能力和时间管理能力及亲和力；6、具备良好的学习能力。
            ",人事部,不限,人力资源总监,0人,,,"
98%
							",1
