职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
人事主管,"6-7万
                                        

"," 
重庆-江北区
",大专及以上,3年以上,语言不限,年龄不限,"绩效奖金,带薪年假,领导好,五险一金,发展空间大,管理规范,",职责描述：1、依照集团总部发布的各项规章制度，及时处理人力资源工作相关事宜；2、根据分校岗位的人员需求，及时跟进招聘工作，从邀约面试到通知入职等；3、办理员工的入离职、转正、调岗等人事手续，管理员工档案等；4、负责分校员工的薪资、绩效的核算，及时办理社保公积金、人才积分等；5、定期购置及日常维护公司的办公用品、固定资产设备等；6、完成领导交办的其他工作。,"要求：1、大专及以上学历，人力资源相关专业；2、有2年及以上相关人事工作经验，有教育行业背景优先；3、熟悉行政采购流程、资产管理等，能熟练操作办公应用软件；4、沟通表达能力好，学习能力强，具备一定的处理突发事件的能力；5、热爱教育行业，能接受周末轮休（做五休二）。
                            ",人事行政中心,不限,无,0人,教育/培训/学术/科研/院校,1000-2000人,30%,
人事专员,"5-7万
                                        

"," 
无锡-滨湖区
",大专及以上,1年以上,语言不限,年龄不限,"带薪年假,弹性工作,五险一金,领导好,扁平管理,岗位晋升,技能培训,发展空间大,管理规范,","工作职责 Responsibilities：一、人员招聘：1、了解学校的组织架构，掌握并应用学校的核心素质模型及职位说明书；2、根据总部提供的招聘渠道，保证简历的质量和数量，对于渠道简历进行筛选、预约、面试结果汇总；3、有效组织面试，确保人员招聘的效率；4、记录招聘数据，及时向业务部门知会面试进展；5、关注新员工入职管理，加强其培训和试用期考核，确保招聘工作的完整性和有效性；6、关于招聘渠道部分会跟总部HR对接。二、 员工管理：1、按照总部的流程办理入职手续。并把所有的员工资料汇总给总部；2、根据国家相关法律和学校内部要求，管理员工合同，包括签署/变更/延续/解除；3、员工离职流程管理：管理好员工的离职交接，做好离职访谈并根据访谈结果向投资人提供相应建议，同时管理好离访谈并根据访谈结果向投资人提供相应建议，同时管理好离职员工信息；4、所有的员工信息和总部对接。三、 外事人员管理：1、办理外事人员相关手续，每年的年检，外事人员的生活日常安全管理。四、员工绩效管理：1、确保学校员工都能按要求签署绩效指标，总结后汇报给校长。五、员工工资管理1、管理员工的考勤数据，确保考勤数据的准确汇报给校长。 职位要求Requirements：1、本科以上学历，人力资源专业优先考虑；2、一年以上相关工作经历，教育行业工作经验优先考虑；3、擅长招聘模块，同时负责过薪酬模块与员工关系模块者优先考虑；4、优秀的语言和文字表达能力、良好的沟通、协调能力。 我们拥有：1、员工子女就读优惠政策，全国校区享受学费折扣；2、优质的发展平台+人性化的管理模式；3、入职即缴纳五险一金；4、每周双休，且享有弹性时间；5、完善的培训机制：入职企业培训+岗位专业培训+在职提升培训；6、多元化的晋升通道：采用管理级别和专业级别双通道职业发展机制，纵向提升、横向发展，不论你是管理型还是专业型人才都能拥有适合自己的舞台。 凯瑞集团董事长：王林先生纳斯达克上市公司ATA 创始人。国家教育行政学院客座教授。全球考试业协会ATP （Association of Test Publishers）董事。剑桥大学旗下机构Cambridge ClassServer LLP 执行董事。 诚邀优秀人才加入，共创精彩人生！
                            ",,无锡直营校,不限,校长,0人,教育/培训/学术/科研/院校,100-499人,75%,
人事专员,"7-10万
                                        

"," 
上海
",大专及以上,2年以上,普通话,年龄不限,"绩效奖金,带薪年假,通讯津贴,午餐补助,定期体检,年度旅游,节日礼物,技能培训,岗位晋升,全勤奖,",岗位职责：1、协助负责编制公司绩效考核方案；2、协助负责设计公司各级员工的绩效考核方案和评价标准；3、绩效结果的反馈、绩效面谈及绩效改进工作的跟进；4、负责店铺薪资核算，公司考勤的审核； 5、负责员工合同制作、保险的办理；6、按时完成上级安排的其它临时性及阶段性的工作。 ,"要求：1、人力资源相关专业，大专以上学历； 2、2年以上人事相关工作经验； 3、熟悉劳动法律法规及相关政策； 4、熟练操作电脑办公软件； 5、工作细致，对数据敏感。
",人力行政部,不限,无,0人,服装服饰/纺织/皮革,1000-2000人,87%,
人事专员,"5-6万
                                        

"," 
厦门-湖里区
",大专及以上,2年以上,语言不限,年龄不限,"五险一金,岗位晋升,技能培训,发展空间大,团队聚餐,带薪年假,绩效奖金,股票期权,午餐补助,定期体检,管理规范,上市公司,弹性工作,500强,优秀员工奖,",1、门店员工入职、离职、转正、转岗、调动手续办理2、门店员工名片信息整理统计、提报3、门店员工考勤管理4、门店人员提成统计与考核6、门店社保开户、每月社保申报及缴纳7、门店员工生日关怀8、门店员工关系处理与维护9、门店员工活动组织10、平台各部门下发文件/通知的传达、资料归档11、门店相关行政工作,"要求：1、从事过人事行政相关岗位，有责任心，爱岗敬业，踏实肯干2、熟练使用办公相关软件，公司流程、制度、企业文化等培训
                            ",人力中心,不限,总经理,0人,互联网/移动互联网/电子商务,5000-10000人,79%,
人事助理,"4-7万
                                        

"," 
苏州-金阊区
",大专及以上,1年以上,语言不限,年龄不限,"管理规范,500强,公司规模大,全勤奖,节日礼物,绩效奖金,年度旅游,弹性工作,团队聚餐,领导好,优秀员工奖,发展空间大,上市公司,午餐补助,",岗位职责 1、根据招聘需求，选择招聘渠道，发布及更新招聘信息； 2、完成简历的收集和初步筛选工作； 3、负责联系和接待候选人，协助上级做好面试记录，编制面试报告； 4、通知候选人入职，办理人员录用手续； 5、协助组织新员工的入职培训和业务培训。 ,"资格 1、人力资源或相关专业大专以上学历； 2、22岁以上，一年以上相关工作经验； 3、性格温和、耐心、积极主动，工作严谨，具有良好的语言文字表达能力； 4、熟练使用办公软件，具备基本的网络知识。 工作时间 一周五天八小时制，享受国家法定节假日，年休假 联系人：房经理 注：本公司会通过不同方式进行招聘活动，如果您在此投递简历，为避免在招聘中的重复麻烦，请不要在通过其他途径投递我公司。
                            ",行政,不限,无,0人,保险,10000人以上,77%,
人事助理,"

我感兴趣 请联系我
","
上海-静安区
        ",高中,1年经验,,,,"
       招聘专员要求：
1.熟悉招聘流程
2.能熟练使用招聘软件
3.负责人员的招聘，对招聘岗位有所了解。
4.发布招聘职位，收集简历，对简历进行筛选，邀约面试以及对面试者就进行初试。
5.对招聘岗位进行分析，对招聘渠道有所了解。
6.评估人才的情况，更新维护人才的数据库。
7.完成上级交代的任务。
8.拥有良好的亲和力
9.高提成奖励
10.工作氛围舒适
11.学习能力强
12.亲和力强
13.只要你肯学 肯努力 那么你一定会成功！

如果你对这个职业感到有信心 能奋斗 那么 我们欢迎你的到来！想要挑战自己的也可以来试试看，说不定这就是你成功的机会！








      ",,,,,,,,,
人事专员,"面议
                                        

"," 
杭州
",大专及以上,2年以上,语言不限,年龄不限,"带薪年假,午餐补助,领导好,节日礼物,五险一金,管理规范,公司规模大,交通补助,扁平管理,定期体检,优秀员工奖,岗位晋升,发展空间大,",岗位职责:1、建立和维护人事档案、员工花名册，及时更新员工个人信息及资料；2、负责办理员工入离职手续、转正、调岗、调薪手续等；3、负责员工考勤管理；4、协助公司员工的劳动合同签订和日常管理工作；5、负责社保公积金管理、第三方社保平台对接工作；6、协助开展培训工作；7、协助开展绩效工作；8、协助组织开展员工活动。,"资格:1、大专及以上学历，人力资源管理、法律及相关专业毕业；2、2年以上人力资源相关工作经验；3、性格偏外向，善于独立思考问题，较强的沟通协调能力，有耐心，细心，执行力强，抗压能力强。
                            ",人事部,不限,无,0人,基金/证券/期货/投资,100-499人,91%,
人事专员,"7-10万
                                        

"," 
南通
",本科及以上,1年以上,语言不限,年龄不限,"技能培训,岗位晋升,五险一金,管理规范,绩效奖金,上市公司,",,"要求：1、人力资源类、行政管理类相关专业。                            2、一年以上中小型企业人力资源工作经验。                                           3、掌握人力资源相关专业知识和相关法律法规，工作耐心细致，熟练使用ERP软件和办公自动化软件。
                            ",南通国盛智能科技集团股份...,不限,无,0人,机械制造/机电/重工,500-999人,77%,
人事经理,"

我感兴趣 请联系我
","
杭州
        ",大专,3年经验,,,,"
       
岗位职责:
1在公司人力资源战略.政策和指引的框架下,建立并实施人力资源方针和行动计划,以支持公司达到预期经营目标;
2.负责组织起草 修改和完善人力资源相关管理制度和工作流程;
3负责招聘培训薪酬.考核 员工关系等人力资源日常管理事宜;
4.负责组织编写各部门职位说明书;
5.定期进行人力资源数据分析,提交公司人力资源分析报告;
6.根据行业和公司发展状况,协助制定公司薪酬体系 激励体系并负责实施;
7.协助监督控制各部门绩效评价过程并不断完善绩效管理体系;
8协助推动公司理念及企业文化的形成;
9.协助制定公司人力资源整体战略规划;
10.负责部门的日常事务管理工作,协助完成本部门员工工作考核""激励及部门资金的预算和控制等工作,公司安腓的其他工作.


      ",,,,,,,,,
人事专员,"6-8万
                                        

"," 
广州
",本科及以上,3年以上,语言不限,年龄不限,"五险一金,带薪年假,免费班车,年度旅游,节日礼物,团队聚餐,",职责描述：1、分析公司人力需求，根据现有人员编制，制定招聘计划并落实执行；2、通知招聘分析，制定招聘方案，组织实施各类招聘活动；3、负责招聘渠道的建立，优化招聘流程，缩短招聘周期，提高招聘效率；4、跟踪收集行业及人才市场动态，竞争企业或行业动态情况，吸引优秀高端人才加盟公司；5、进行工作分析，完成职位说明书以及简历甄别和招聘测试、面试、筛选、录用等；6、负责重要岗位的招聘工作并指导下属开展各个岗位的招聘工作；7、建立后备人才选拔方案和人才储备机制。,"要求：1、三年以上招聘工作经验，具有电子商务行业招聘及猎头行业工作经验优先；2、具有主动搜索人才、挖掘人才的能力，熟悉招聘流程，熟练运用各种招聘工具和手段，丰富的招聘经验及技巧，熟悉国家相关法律法规；3、有责任心、吃苦耐劳，能承受较大工作压力，可以接受较高强度的工作量；4、有较强的语言表达能力、沟通能力、组织协调能力；5、熟悉各种招聘渠道，掌握一定的社会招聘资源；6、具有良好的职业道德和职业操守及良好的团队合作意识。
                            ",好享瘦APP,不限,人事经理,0人,互联网/移动互联网/电子商务,2000-5000人,65%,
人事专员,"6-7万
                                        

"," 
深圳-光明新区
",大专及以上,3年以上,语言不限,年龄不限,"年底双薪,带薪年假,五险一金,绩效奖金,领导好,技能培训,岗位晋升,全勤奖,发展空间大,股票期权,", 职位描述：1、负责招聘渠道的开发与维护，招聘工作的实施与跟进，人员的录用与安置；2、新员工的培训以及年度培训计划的实施与跟踪；3、社保、公积金等事务操作，员工档案管理与更新；4、其他人力资源相关工作；,"要求：1、23-33岁，大专以上学历;2、较好的沟通表达能力和组织协调能力，较好的文笔，精通WORD/EXCEL等办公软件3、形象气质佳，头脑灵活，工作积极主动 ，严谨细致，具备良好的职业素养 。
",人力资源部,不限,无,0人,电子技术/半导体/集成电路,500-999人,90%,
人事专员,"7-10万
                                        

"," 
深圳-南山区
",大专及以上,1年以上,语言不限,年龄不限,"发展空间大,领导好,优秀员工奖,公司规模大,五险一金,岗位晋升,技能培训,年度旅游,绩效奖金,带薪年假,节日礼物,","职责描述：1）大专以上学历；2）一年以上人事工作经验；3）人力资源专业或三级资质证书。工作内容1）人员招聘；2）员工培训；3）负责考勤、薪酬工作；4）负责人事档案管理工作；5）完成领导交待的其它任务。福利待遇1）试用期单休，转正实行大小周制，每天7.5小时（上午9:00-12:00 下午13:30-18:00）2）广阔的晋升空间：完善的考核机制，定期评优评先，优秀、优良员工最高可享有10000元现金奖励！3）提供员工住宿，住房补贴、餐补；4）公司每年定期组织员工省内外旅游2次，并不定期举办各种交心、联谊活动；5）注重员工人文关怀，重大节假日礼品及现金红包，每年举办公司年会，享有过年红包及礼品；6）重视员工学习成长，定期组织公司内外学习培训、并享有相应补贴及奖励。企业文化1）梦想：十年内圆100位爱德泰人有房有车梦想！成为全球光通讯领域标杆企业！2）定位：打造光通信行业世界品牌！3）理念：专业铸造品质、合作共赢未来！4）价值观：主动、实干、高效、创新、感恩、分享！5）口号：行动我带头、责任我担当、结果我负责、成功齐分享！
                            ",,行政部,不限,无,0人,通信(设备/运营/增值),100-499人,30%,
人事经理,"面议
                                        

"," 
杭州
",大专及以上,3年以上,语言不限,年龄不限,"年底双薪,带薪年假,节日礼物,发展空间大,公司规模大,技能培训,管理规范,五险一金,领导好,团队聚餐,全勤奖,",职责描述：1.独立负责中高端职位招聘，熟悉财富管理行业前线分总，理财师招聘；2.根据现有编制及业务发展需求，协调，统计各部门的招聘需求，编制年度人员招聘计划；3.开发，维护，评估，分析各招聘渠道；4.利用各种招聘渠道发布招聘广告，需求招聘机构；5.执行招聘，甄选，面试，选择，安置工作；6.上级安排的其他工作。,"要求：1.人力资源管理或相关专业，大专本科及以上学历，3-5年以上招聘工作经验；2.具体很强的责任感和事业心，有良好的职业道德；3.善于沟通与协调，良好的团队合作意识，热情，积极进取，具有较强的沟通影响力4.有金融行业猎头经验或类金融企业招聘工作经验优先
                            ",人力资源部,不限,无,0人,基金/证券/期货/投资,5000-10000人,96%,
人事专员,"6-7万
                                        

"," 
郑州
",大专及以上,经验不限,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大,","人生不怕不会做，就怕不敢做！加入我们，年轻人一起实现自己的价值！！！岗位职责1、人事事务性工作的处理，包括招聘、入职、转正、转岗、离职等手续办理；2、负责公司行政事务性工作；3、组织并策划活动方案，使活动顺利进行并达到预期效果；4、遵守工作各项管理规定,完成公司规定的各种报表；5、上级交办的其他事项。","资格1、有较强的执行力和管理能力；有较好的沟通和协调能力；具有较强的文案策划能力；2、形象好，气质佳，有亲和力，有较强的交际能力；3、做事细心，条理清晰，学习接受能力强，能吃苦耐劳；4、能熟练运用office等办公软件；熟悉互联网；5、身体健康，爱岗敬业，无不良嗜好；6、有较好的职业道德和责任心；7、其他该岗位需要具备的能力。
                            ",中国人寿客服部大学生创业...,不限,无,0人,保险,10000人以上,,
人事专员,"5-7万
                                        

"," 
广州
",大专及以上,1年以上,普通话,年龄不限,"节日礼物,五险一金,绩效奖金,包吃包住,通讯津贴,带薪年假,",岗位职责：1、完成公司及店铺招聘需求；2、调研及梳理店铺人员薪酬、实施激励性薪酬制度；3、建立及保存人员信息资料库；4、协助公司会议召开。,"要求：1、36周岁以下、大专及以上学历、熟练掌握office办公软件、具备一定的数据分析能力；2、三年以上同岗位经验；3、吃苦耐劳、能够接受出差。薪酬福利：底薪+绩效奖金+年终奖金+带薪年假+提供住宿+差旅补贴+话费补贴
                            ",,不限,无,0人,服装服饰/纺织/皮革,5000-10000人,30%,
人事专员,"6-10万
                                        

"," 
上海-静安区
",大专及以上,1年以上,语言不限,年龄不限,"带薪年假,定期体检,弹性工作,领导好,五险一金,",岗位职责：1、负责员工入职、离职及相关员工人事异动； 2、员工档案及其他各档案的信息管理保管； 3、管理劳动合同，办理员工社保、公积金； 4、发布招聘信息，初步筛选简历等相关招聘工作； 5、员工考勤、请假手续等管理； 6、领导安排的其他事务。,"要求：1. 大专及以上学历,2. 1年以上人事工作经验； 3. 良好的执行力及沟通能力； 4. 良好的团队合作精神，责任心强。
                            ",人力资源部,不限,无,0人,医疗/保健/美容/卫生服务,1000-2000人,81%,
人事主管,"10-14万
                                        

"," 
深圳
",本科及以上,3年以上,语言不限,年龄不限,"五险一金,节日礼物,公司规模大,定期体检,绩效奖金,年底双薪,带薪年假,年度旅游,上市公司,",岗位方向：绩效考核方向,"资格：1、本科及以上学历，人力资源、工商管理相关专业，扎实的人力资源专业知识。2、人事主管岗位两年以上工作经验；其中，绩效考核一年以上工作经验。
                            ",企业管理部,不限,无,0人,机械制造/机电/重工,1000-2000人,45%,
人事经理,"12-18万
                                        

"," 
深圳
",本科及以上,5年以上,普通话,年龄不限,"五险一金,年底双薪,全勤奖,节日礼物,",岗位职责：1、组织制定公司人力资源发展的各种规划，并监督各项计划的实施2、优化招聘相关制度、招聘体系、招聘流程等，并持续改善；3、职务分析、岗位编制、修订职务说明书；建立、完善后备人才选拔方案和人才储备机制4、审核并监督人员需求计划，及时招聘合适人员补充到相关岗位6、处理各类员工关系、员工沟通，及公司企业文化的建设7、负责督导晋升体系实施，合理优化企业闲置人员8、负责行政后勤的对外联系和沟通以及接待工作9、负责对后勤保障系统设备的改善和管理，如食堂、宿舍、保安、车辆等相关后勤保障与管理10、领导安排的其他事务,"要求：1、人力资源、行政管理等相关专业毕业本科以上学历2、5年以上人力资源管理相关工作经验，3年以上大型制造型企业人事行政相关工作经验者优先3、责任心强，具备良好的职业道德和职业操守4、积极主动，沟通协调能力强5、抗压能力强，能适应出差或加班的需要
                            ",人力资源部,不限,无,0人,仪器/仪表/工业自动化/电气,1000-2000人,77%,
人事经理,"12-18万
                                        

"," 
深圳-龙华新区
",本科及以上,5年以上,语言不限,年龄不限,"五险一金,年底双薪,全勤奖,节日礼物,包吃,包住,",职责描述：1、组织制定公司人力资源发展的各种规划，并监督各项计划的实施；2、优化招聘相关制度、招聘体系、招聘流程等，并持续改善；3、职务分析、岗位编制、修订职务说明书；建立、完善后备人才选拔方案和人才储备机制；4、审核并监督人员需求计划，及时招聘合适人员补充到相关岗位；6、处理各类员工关系、员工沟通，及公司企业文化的建设；7、负责督导晋升体系实施；8、负责行政后勤的对外联系和沟通以及接待工作；9、负责对后勤保障系统设备的改善和管理，如食堂、宿舍、保安、车辆等相关后勤保障与管理；10、领导安排的其他事务。,"要求：1、人力资源、行政管理等相关专业毕业本科以上学历；2、年龄30-40岁3、5年以上人力资源管理相关工作经验，3年以上大型制造型企业人事行政相关工作经验者优先；4、责任心强，具备良好的职业道德和职业操守；5、积极主动，沟通协调能力强；6、抗压能力强，能适应出差或加班的需要； 7、较强的执行力。
                            ",人力资源部,不限,无,0人,仪器/仪表/工业自动化/电气,1000-2000人,77%,
人事助理,"4-6万
                                        

"," 
广州
",大专及以上,2年以上,语言不限,年龄不限,"发展空间大,岗位晋升,领导好,扁平管理,管理规范,公司规模大,优秀员工奖,带薪年假,弹性工作,年度旅游,五险一金,技能培训,",职责描述：1、执行并完善公司的人事制度与计划，培训与发展，绩效评估等方面的管理工作；2、开发、维护、分析各招聘渠道，充分利用各种招聘渠道满足公司的人才需求；3、建立并完善公司人事体系，并负责监控、指导管理制度、流程的执行，对公司人力资源管理工作进行管控；4、负责招聘、甄选、面试、培训、考核、员工关系等人力资源日常管理事宜；5、根据行业和公司发展状况，协助制定公司薪酬体系、激励体系并负责实施；6、配合其他业务部门开展工作，提供相关支持；7、完成总经理交代的其他工作任务。,"要求：1、人力资源管理、工商管理等相关专业，大专学历以上；2、熟悉招聘、培训等模块工作的任一模块，沟通协调能力出色；3、熟悉人事事务性工作，熟悉广州社保、工伤、职称等政策及办事流程；4、2年以上人事工作经验优先考虑；5、 性格外向，亲和力强，积极向上，能承受一定的工作压力。
                            ",人力资源部,不限,无,0人,医疗/保健/美容/卫生服务,100-499人,90%,
人事行政,"7-12万
                                        

"," 
黄石
",大专及以上,3年以上,语言不限,年龄不限,"绩效奖金,弹性工作,优秀员工奖,技能培训,岗位晋升,定期体检,领导好,五险一金,年底双薪,免费班车,节日礼物,发展空间大,休闲餐点,年度旅游,",职责描述1、熟悉人力资源各个模块，精通招聘模块，善于统筹、完善部门各项工作；2、完善招聘体系，拓展招聘渠道，提高效率，保证各部门需求人员的及时到位；3、制定培训、绩效、员工关系等人事工作的规划，并做好落实或监督落实工作；4、安排行政日常相关工作，处理好相关部门的工作要求，保持良好的政企关系；5、适应公司快速发展的需求，及时调整工作计划，做好人事行政工作的服务功能。6、协助经理完成每天的开餐任务。,"资格1、人力资源管理相关专业优先；2、有一年以上餐饮行业工作经验优先；3、针对公司快速发展的用人需求，能快速开展招聘活动并及时完成招聘任务；4、能独立开展人力资源各项工作，熟悉各项劳动法律法规及操作；5、有一定的行政工作经验，善于处理公司对外关系；6、语言表达、人际交往、应变及沟通协调能力强，亲和力佳，解决问题能力突出；7、有较强的责任感与敬业精神，能快速适应企业文化，有主人翁意识；8、工作激情突出，能胜任企业快速发展的需求；9、按时完成公司领导交办的其他工作。
",行政人事部,不限,经理,0人,旅游/酒店/餐饮服务/生活服务,100-499人,100%,
人事经理,"4-6万
                                        

"," 
青岛-市北区
",学历不限,3年以上,语言不限,年龄不限,"绩效奖金,",岗位职责：行政工作：1.	办公用品采购、管理；2.	交通费、话费、电费审核报销；3.	检查、组织打扫卫生；4.	办公设备维护、维修；5.	网络、电话维护及故障处理；6.	固定资产管理；7.	银行业务处理。  人事工作：1、组织制定公司人力资源管理制度，经批准后组织实施并进行监督，贯彻落实国家劳动人事政策和公司规章制度； 2、依据公司年度计划，组织开展部门的计划管理，制定部门各岗位的业绩目标、工作计划，经总经理审定后组织实施并进行监督 ； 3、建立健全人力资源管理体系和工作机制，为重大人事决策提供建议和信息支持；4、员工需求计划的落实和员工定岗、招聘、培训、考核、薪酬、保险、福利等工作的管理规划及执行、监督；1、	 员工活动策划、组织；2、	其他临时性工作。,"要求：1.	30岁以上， 人力资源、企业管理、行政类相关专业大学专科及以上学历 ；2.	2年以上行政、人事管理经验，有过劳动事务代理工作优先；3.	 熟练使用办公室软件及相关的人事管理软件；4.	良好的组织、协调、沟通及推动能力；5.	熟悉国家、地区和企业关于用人机制、薪金制度、合同管理、保险福利待遇及培训方针；6.	对人力资源管理事务性的工作有娴熟的处理技巧，熟悉人事工作流程；7.	具有较强的工作责任心、学习能力。
",综合部,不限,无,0人,会计/审计,南昌路197号苏尚万车商务楼3层301室,100%,
人事主管,"10-18万
                                        

"," 
北京-大兴区
",统招本科,3年以上,语言不限,年龄不限,"年底双薪,带薪年假,通讯津贴,午餐补助,五险一金,公司规模大,","1、根据公司人力资源需求，参与制定招聘计划并组织实施，根据发布的招聘信息，进行简历甄别和招聘测试、面试、筛选、录用等；2、负责人力资源6大模块工作,招聘制度、薪酬绩效制度、考勤制度、培训制度、、员工关系、福利制度体系搭建；3、负责新入职员工的入职培训，在职员工的岗位培训相关工作4、基于业务流程再造，搭建组织架构，完善各部门职责、各岗位职责；5、基于业务的岗位分析工作，出具一套完整岗位工作分析报告及说明书；6、执行人力资源管理各项实务的操作流程和各类规章制度的实施，配合其他业务部门工作；7、其它领导交办的事项。","要求：1.人力资源、行政管理或相关专业，本科以上学历；2.具有较强的语言表达能力、人际交往能力和应变能力；3.三年以上人事管理工作经验者优先；4.熟悉各类招聘面试技巧与方法，熟悉招聘体系与招聘流程；5.具有较强的抗压力，工作积极主动、独立工作能力强，具有较强的时间观念；6.了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规.；7、人力资源开发、培训能力；
                            ",人事行政部,不限,部门总经理,4人,通信(设备/运营/增值),500-999人,30%,
人事经理,"7-10万
                                        

"," 
成都
",统招本科,5年以上,语言不限,年龄不限,"绩效奖金,带薪年假,交通补助,发展空间大,岗位晋升,节日礼物,管理规范,定期体检,",职责描述：1、 根据公司发展战略，组织制定人力资源战略规划。参与公司重大人事决策。定期组织收集有关人事、招聘、培训、考核、薪酬等方面的信息，为公司重大人事决策提供信息支持。定期组织收集员工想法和建议；2、 根据公司的情况，组织制定公司招聘制度、培训制度、薪酬考核制度、人事档案管理制度、员工手册等规章制度、实施细则和工作程序，并组织实施；3、 负责工作分析、岗位说明书与定岗定编工作，提出机构设置和岗位职责设计方案，对公司组织结构设计提出改进方案；4、 负责建立畅通的沟通渠道和有效的激励机制；5、 制定公司年度人力资源需求计划。组织人员招聘过程，制定公司培训计划，组织人员参加培训，评估培训效果；6、 负责组织公司员工的考核，处理员工针对考核结果的申诉。依据公司工资总额，编制公司年度薪资调整方案，审核公司员工每月的薪酬。负责处理各种与劳动合同相关的事宜；7、 负责将部门工作计划分解到个人，并监督计划完成情况。评价考核下属员工工作完成状况。控制部门预算情况。,"要求：1、 人力资源、工商管理或相关专业本科及以上学历，5年以上大型企业人力资源统筹管理经验；2、 熟悉现代企业人力资源管理模式，精通人力资源六大模块管理并有实操经验，熟悉国家相关的政策、法律法规；3、 有5年以上大型企业工作背景，具备企业文化的建立与实际操作经验及执行力的建立与引导措施；4、 执行力强，有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心；5、 公司可报销住宿费、话补、车费等出差产生的费用。
                            ",人力资源部,不限,无,0人,医疗/保健/美容/卫生服务,100-499人,95%,
人事经理,"20-26万
                                        

"," 
                                         
                                                
                                                    
                                                    
                                                        义乌
                                                    
                                                
                                            
                                        ",本科及以上,5年以上,语言不限,年龄不限,"发展空间大,绩效奖金,带薪年假,交通补助,午餐补助,定期体检,节日礼物,免费班车,领导好,管理规范,技能培训,岗位晋升,五险一金,生育补贴,公司规模大,优秀员工奖,",职责描述：一、负责主持人力资源部的全面工作，组织并督促部门人员全面完成本部职责范围内各项工作任务;二、负责建立并不断完善人力资源管理体系，设计与公司战略发展相匹配的人力资源管理模式，组织制定各项人力资源政策（招聘、培训、绩效管理、薪酬福利、职业发展），并监督实施。三、根据公司发展目标，组织制定关键岗位人才储备及职业发展计划，以在业务发展需要时提供充分的人才保障，实现分公司人才的优化配置。四、根据公司发展目标，建立各岗位,资格，组织制定招聘策略，拓宽招聘渠道，审核年度人才引进方案，以保证合格人才供给。五、及时处理管理过程中的重大人力资源问题，综合分析人力资源数据，为公司发展提供合理化依据。,人力资源部,不限,HRD,15人,电子技术/半导体/集成电路,2000-5000人,86%,
人事经理,"12-24万
                                        

"," 
广州-天河区
",大专及以上,2年以上,语言不限,年龄不限,"500强,公司规模大,绩效奖金,上市公司,五险一金,发展空间大,岗位晋升,年度旅游,技能培训,优秀员工奖,团队聚餐,节日礼物,弹性工作,",职责描述：1. 根据团队发展，拟定人力资源需求，编制团队招聘计划，组织开展招聘工作，完成公团队人才储备；2、优化完善团队组织架构，并推进执行，提高团队人力资源合理化；3、完善绩效考核及薪酬管理体系，制定科学合理的激励政策，推动政策落地；4．协助打造积极向上、平等公开的企业文化，建立和维系良好、稳定的劳动用工关系，促进企业与个人的共同发展；5．负责团队人才发展管理和人才梯队建设，设计人才培养方案并实施；6、负责部门的日常管理工作，建立健全的的员工的培训及考核体系；7、组织团队文化活动，编写年度团建计划，定期组织员工团建，打造良好向上的企业文化；8、完成领导交办的其他事项；,"资格：1、大专或以上学历，人力资源管理等相关专业，5年以上工作经验；2、熟悉人力资源六大模块，精通其中某些模块，实操经验丰富；3、具备良好的职业道德及个人行为素质、有团队精神，适应能力强；4、具备良好的人际沟通能力、组织协调能力，以及解决复杂问题的能力；5、具备良好的学习能力，性格积极乐观，工作认真严谨，能够承受一定压力；6、 熟练使用各类办公软件；
                            ",广东分公司猎德分部,不限,无,0人,基金/证券/期货/投资,10000人以上,100%,
