职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
猎头顾问Consultant,"
                    	10-15万
                    ",广州,大专及以上,1年以上,普通话,20-35岁,,"
               工作职责 1．负责目标行业客户信息分析，研究客户需求。 2．负责市场拓展，与客户建立委托招聘协议，并维护良好的客户关系。 3．从客户端收集、分析客户需求的详细信息并实施有效的招聘行动。 4．从客户的招聘需求中确认职位所需的能力及资历，分析市场并确立搜寻的方向及目标。 5．指导助理利用有效工具，有计划的进行搜索、筛选候选人。 6．准确地传达客户的招聘需求，为候选人做面试、评估，通过有效的匹配工作来确定合适的候选人。 7．进行候选人与客户的薪资协调及谈判工作。 8．跟踪服务所有已成功结束的项目，让已成功推荐的人选更好融入客户。 职位要求 1．	大专学历以上，专业不限，对互联网感兴趣2．	一年猎头经验以上（优秀者可放宽条件）。 3．	优秀的沟通协调能力，思维缜密，关注细节。 4．	能够承受较大的工作压力，具有高度的责任感； 5．	有追求成功的欲望，热爱猎头工作，愿意作为长期职业发展的目标。全面专业的技能培训：独创内部培训系统 + 全年滚动培训 + 经验分享 完善的内部晋升体制：猎头顾问助理（Researcher） --助理猎头顾问（Assistant Consultant）--猎头顾问（Consultant）——高级猎头顾问（Senior Consultant）--团队Leader
",,业务部,不限,Teamleader,0人,,,"
38%
							",1
猎头顾问,"
                    	10-30万
                    ",长春,学历不限,3年以上,语言不限,20-50岁,,"
               岗位职责：1.开发与拓展客户，了解客户潜在人才需求；2.建立人才搜寻渠道，了解中高级人才动态信息；3.与客户深度沟通，理解其人才寻访需求并做出职位分析，了解中高端人才搜寻方向；4.通过各种渠道搜寻相关人才信息，独立面试，评估，筛选和推荐候选人；5.发展和维护与候选人，客户关系；6.管理和发展人才寻访专员。","资格：1.本科及以上学历2.有相关企业招聘或猎头经验，具有团队管理经验；3.熟悉汽车制造业；4.语言表达流利，良好的英文听说读写能力；5.具有良好的沟通协调能力与市场开拓能力；6.高度的工作热情和主动性，能承受压力。
            ",猎头,不限,经理,0人,,,"
100%
							",1
猎头顾问,"
                    	10-20万
                    ",长春,统招本科,3年以上,英语,25-40岁,,"
               岗位职责：1.开发与拓展客户，了解客户潜在人才需求；2.建立人才搜寻渠道，了解中高级人才动态信息；3.与客户深度沟通，理解其人才寻访需求并做出职位分析，了解中高端人才搜寻方向；4.通过各种渠道搜寻相关人才信息，独立面试，评估，筛选和推荐候选人；5.发展和维护与候选人，客户关系；6.管理和发展人才寻访专员。","资格：1.	本科及以上学历2.	有相关企业招聘或猎头经验，具有团队管理经验；3.	熟悉汽车制造业；4.	语言表达流利，良好的英文听说读写能力；5.	具有良好的沟通协调能力与市场开拓能力；6.	高度的工作热情和主动性，能承受压力。
",猎头,不限,经理,0人,,,"
100%
							",1
猎头顾问助理,"
                    	10-15万
                    ",长春,统招本科,1年以上,英语,20-35岁,,"
               岗位职责：1.在猎头顾问指导下，明确寻访行业、职位、职级、薪酬、职业发展等要求；2.初步寻访候选人，并将较为合适的候选人交给猎头顾问；3.中英文简历整理。 ","资格：1.本科及以上学历；2.电脑操作熟练，熟悉汽车制造业；3.语言表达流利，良好的英语听说读写能力；沟通和学习能力强；4.具有良好的沟通协调能力；5.高度的工作热情和主动性。
",猎头,不限,组长,0人,,,"
100%
							",1
资深猎头顾问（上海5名）,"
                    	10-20万
                    ",上海,本科及以上,2年以上,英语,25-32岁,,"
               岗位职责1、根据客户需求，分析职位特定要求，定义搜寻范围，搜寻相关候选人，进行筛选/面试/    评价，并进行推荐；2、与潜在客户保持良好的关系，对目标行业进行有效的分析和研究；3、培训管理助理顾问，制定候选人搜索计划，针对目标职位进行有效的甄选和推荐； 4、保持与候选人/客户之间的有效协调，安排面试，跟踪结果；5、向客户提供薪酬建议，参与薪资谈判；6、提供候选人背景调查，定期跟踪候选人在新公司试用期的工作状态并及时跟客户沟通；7、根据需要完成相关搜寻报告和目标市场人力资源状况的分析；8、与候选人/客户保持长期联系，维护公司专业形象，保证公司服务品质；9、完成个人及团队业务指标。 10、负责客户开发、客户关系管理以及重点客户的跟进和职位运作。职位要求： 1、2年及以上工作经验；国家重点本科院校毕业，211或985工程学校优先考虑；2、为人正直，道德高尚，具有良好的职业素质和职业操守；3、对从事猎头行业有极大的热情和兴趣； 4、良好的客户服务意识，思维敏捷，条理清晰，善于进行人才甄选，有很好的洞察力，善于聆听，具有很强的电话交流和社交能力；5、具有所从事行业的丰富经验和人  
",,项目部,不限,部门经理,0人,,,"
100%
							",1
资深猎头顾问,"
                    	20-35万
                    ",中山,大专及以上,3年以上,语言不限,26-35岁,,"
               工作职责：负责猎头项目目标市场客户的开发、候选人的搜选和推荐服务，客户档案资料袋额整理保存，及人才库的录入和更新，宣传推广锐仕方达猎头品牌，完成公司下达的团队业绩达标任务。1、负责开发目标市场客户：a. 进行市场拓展，收集目标行业的客户信息，了解客户需求，分析研究客户的要求，达成委托招聘协议，为客户提供有价值的服务；b. 根据客户提供的职位，寻访适合该职位的候选人，维护良好的客户关系；2、负责组织并完成候选人的搜选、推荐工作：a. 通过互联网搜索和自己的资源，筛选合适的候选人，安排候选人面试；3、负责服务费的收取，维护客户和候选人的关系；a. 按照业务流程规范撰写《请款通知》等业务文件；b. 按照合同约定条款，及时收缴应收账款；c. 与客户及候选人保持良好的沟通，及时获取并准确、有效的信息，并传递双方信息反馈；4、负责高级人才库的信息录入及更新；a. 按照要求完成相关的候选人报告。5、负责团队猎头的助理培养；6、负责锐仕方达猎头品牌的推广；7、完成上级交办的其他工作。职业发展：公司系统化培训体系（内外训）猎头助理--猎头顾问--资深顾问--公司合伙人（股份分红）【公司福利】1、工作时间：9:00-12:00,13:10-18:00，双休，其他节假日按照国家法定执行；2、公司为员工提供有竞争力的薪酬待遇，连续2个季度完成绩效任务，即可加薪，每年有1~4次加薪机会；3、薪酬结构：工资=基本工资+绩效工资+项目提成；绩效工资 幅度：根据岗位级别，资历的不同，绩效工资的比例为基本工资的10~50%左右（季度发放）；项目提成每周发放，不扣成本，不设Baseline；4、业内领先的合伙制体系，总公司充分授权，各分支独立运营，极大的发展空间；5、丰富的达人活动、愉悦的公司旅游（每年2次分公司旅游+多次全国精英游）、轻松和谐的工作氛围，还有更多的惊喜和福利待遇等着你。【公司资源】1、完善健全的培训制度，独领风骚的“达人网校”体系；2、业内领先的极具实用型的“RNSS人才系统”；3、“线上线下（O2O）”紧密结合的人才商城系统；4、强大的线上线下品牌推广，公司提供80%以上的客户资源。5、项目提成每周发放，不扣成本，不设Baseline；6、业内领先的合伙制体系，总公司充分授权，各分支独立运营，极大的发展空间；7、丰富的达人活动、愉悦的公司旅游（每年2次分公司旅游+多次全国精英游）、轻松和谐的工作氛围，还有更多的惊喜和福利待遇等着你。8、按照要求完成相关的候选人报告。
            ",,猎头部,不限,运营总监,3人,,,"
100%
							",1
猎头顾问,"
                    	15-30万
                    ",重庆,大专及以上,1年以上,语言不限,24-35岁,,"
               岗位职责：1、 分析客户需求、制定人才寻访计划并付诸实施；2、 通过各种途径寻访候选人；3、 筛选候选人、并进行电话、视频或现场面试并确定推荐人选；4、 协调、沟通候选人及客户进行面试，协助客户确定目标人选；5、 进行候选人背景调查，薪酬谈判，offer以及入职跟进；6、 在试用期不断跟踪候选人工作情况，协助候选人度过试用期。7、 搜集行业信息，负责或者配合拓展新的客户。","要求：1、 专科及以上学历，专业不限，最重要的是：喜欢猎头工作，喜欢帮助他人职业发展；2、 有猎头顾问经验最好，或者在某个行业从业2年以上，对自己职业发展规划较清晰，有志于从事猎头工作者，哪些脑袋糊涂，浅尝辄止的就不要浪费时间了；3、 有互联网、IT、金融、环保、教育、医疗工作经验的我们会更喜欢，没啥原因，就是喜欢；4、 老板说特别喜欢做过1年以上人力资源工作，想转行做猎头的人员，符合条件的可以走VIP通道；5、 还有一条：喜欢沟通、喜欢学习，喜欢钻研、喜欢做第一，做人要nice，做事有杀气，以上是老板最爱。
",猎头部,不限,经理,0人,,,"
100%
							",1
猎头顾问,"
                    	10-40万
                    ",广州,学历不限,1年以上,语言不限,20-35岁,,"
               工作职责：- 负责客户委托的招聘项目，与客户充分沟通，分析职位需求；- 面试和甄选候选人，根据客户的需求和特点，推荐合适的候选人；- 协调安排客户面试，及时解决面试过程中遇到的问题；- 协调薪酬谈判和录用通知书的签署，并根据客户要求进行候选人背景调查；- 候选人入职前、中、后的跟踪服务，并为候选人提供相应的职业发展建议；- 与客户和候选人保持良好关系，了解市场动态，寻找和挖掘业务信息，进行业务拓展。 ","要求：- 本科及以上学历；- 拥有一年以上猎头行业相关工作经验；（优秀者可放宽条件）- 具备优秀的人际沟通能力，思维缜密，关注细节；- 成熟稳重，能够承受较大的工作压力，具有高度的责任感；- 善于学习，结果导向，自我要求严格。
            ",猎头,不限,老板,0人,,,"
100%
							",1
猎头顾问,"
                    	10-30万
                    ",新疆,大专及以上,3年以上,语言不限,20-32岁,,"
               1.人力资源相关专业出身。2.热爱人力资源，有中高端人才招聘功底或猎头功底的优秀考虑。3.上海分部要求英语沟通级别，新疆区域暂不做要求。4.团队组建和管理能力。5.沟通能力和面试官专业咨询能力。
            ",,猎聘部门,人力资源相关专业,项目经理,5人,,,"
100%
							",1
猎头顾问,"
                    	10-20万
                    ",广州,大专及以上,2年以上,语言不限,23-32岁,,"
               1、全面负责猎头项目的具体推进、执行，完成年度业务指标；2、建立人才搜寻渠道，了解中高级人才的动态信息；3、开发及拓展客户，了解客户潜在人才需求；4、与客户沟通，了解客户需求信息，提供招聘方案与计划；5、进行职位分析，制定详细的寻访方案，选择寻访渠道；6、搜索、面试、评估、筛选及推荐候选人；7、向客户做候选人面试安排、结果反馈、背景调查及后续跟踪服务；8、保持与维护客户和被录用者良好的关系。
            ",,猎头部,不限,总监,0人,,,"
100%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
猎头项目经理,"
                    	15-25万
                    ",广州,大专及以上,3年以上,语言不限,25-35岁,,"
               1. 2年以上猎头行业工作经验； 2.意向继续从事猎头行业可放宽要求；3.有良好的表达沟通能力和职业道德观，学习能力和独立性强，优秀的团队协作精神3.较强的管理能力，具抗压能力。4.愿意和公司一起长期职业发展的目标；
            ",,猎头部,不限,总监,0人,,,"
50%
							",1
高级猎头顾问,"
                    	10-30万
                    ",杭州,学历不限,2年以上,语言不限,20-50岁,,"
               负责猎头项目目标市场客户的开发，候选人的寻访和推荐工作，客户档案资料的整理保存，人才库的录入和更新，宣传推广公司品牌，完成销售任务指标。工作职责：1.充分理解客户需求，完成客户岗位职责的分析，研究客户需求；2.制定完善的人才寻访方案，独立负责客户委托的招聘项目，与客户充分沟通，分析职位需求，必要时为客户提供一定的咨询或引导；3.寻访目标候选人，负责甄选、面试、评估候选人，为候选人提供专业的职业规划帮助，帮助其找到最优的职业发展路线；4.根据客户的需求和特点，面试和甄选候选人，提供最终候选人评价； 5.协调和推动客户进一步安排候选人的面试并及时反馈面试结果；6.向客户提供完善的候选人背景调查、薪资谈判及offer的签署，并根据客户要求进行候选人背景调查并做后续跟踪服务；7.协调客户和被录用者之间良好的关系，关注被录用者的职业发展，进行入职前、中、后的跟踪服务；8.服务费的收取及维护客户关系，进行客户拓展工作；9.指导助理利用有效工具，有计划的进行搜索、筛选候选人。岗位要求：1，必要知识工作经验	必要素质 沟通协助能力 客户开发能力人才评价能力计算机要求：熟练使用办公软件工作经验：1年以上猎头或招聘工作经验2，必要的业务培训业务开发 人才寻访及评估鉴别 沟通技能3，必要的能力、态度	能力	商业合作关系能力项目和时间管控能力 协调能力 沟通、说服、引导能力 抗压能力态度	绝对的保密意识（客户的信息及候选人的信息） 积极主动 敬业精神 积极乐观服务意识4，本科以上学历，人力资源或营销专业，22-45岁，身体健康。
            ",,人力资源,不限,总经理,0人,,,"
70%
							",1
猎头运营总监COO,"
                    	20-40万
                    ",杭州,大专及以上,3年以上,语言不限,25-40岁,,"
               ","资格：1，热爱人力资源工作，有3年以上猎头经验，2年以上团队管理经验；2，有2年以上猎头公司运营或大型猎头公司运营经验。3，心态良好，吃苦耐劳，抗压力强，具有创业的热情和成就事业的激情；4，猎头业绩与管理突出者条件可完全放宽。岗位职责：1、负责整个公司猎头团队的创建和运营管理，主导猎头团队进行市场的开展和业务的消化；2、负责公司人力资源运营和管理，负责公司整体规划；3、为客户解析人力资源招聘与管理的困扰， 寻找销售机会并完成销售业绩；4、维护老客户的业务，挖掘客户的最大潜力，通过多种方式开展公司业务模块的销售；5、定期与合作客户进行沟通，建立良好的长期合作关。6、针对客户岗位的情况进行人才猎聘的整个项目执行与管理。7、待遇面议，公司给您平台，您就是一位创业者、一位合作伙伴。
",人力资源,不限,总经理,0人,,,"
73%
							",1
高级猎头顾问,"
                    	10-20万
                    ",东莞,学历不限,经验不限,普通话,20-40岁,,"
               1、负责目标行业客户信息分析，研究客户需求； 2、负责市场拓展，与客户建立委托招聘协议，并维系良好的客户关系； 3、从客户端收集、分析招聘需求的详细信息并实施有效的招聘行动； 4、从客户的招聘需求中确认职位的所需能力及资历，分析市场并确立搜寻的方向及目标； 5、指导助理利用有效工具，有计划地进行搜索、筛选候选人； 6、准确地传达客户的招聘需求，为候选人做面试、评估，通过有效的匹配工作来确定合适的候选人； 7、做好候选人的背景调查工作，完整地反应该候选人的过去基本情况，中肯地评价在新岗位中能起到的作用；8、进行候选人--企业间的薪资协调及谈判工作。 9、跟踪服务所有已成功结束的项目。
            ",,运营部,不限,部门经理,0人,,,"
100%
							",1
猎头顾问,"
                    	10-30万
                    ",杭州,统招本科,2年以上,语言不限,25-35岁,,"
               职位概述：负责为客户提供中、高级职位及特殊职位人才招聘及相关咨询的专业服务工作。工作职责：1、负责客户委托的中高端岗位招聘项目，分析职位需求、通过各种渠道访寻候选人、面试和甄选候选人、推荐合适的候选人；2、协调安排客户面试，及时解决面试过程中遇到的问题；3、协调薪酬谈判和录用细节的确认，提供录用候选人的专业背景调查支持；4、候选人入职前中后期的跟踪，并为候选人提供相应的职业发展建议；5、配合BD顾问进行项目售前分析并提供相应建议。
            ",,猎头部,不限,副总经理,0人,,,"
88%
							",1
猎头顾问,"
                    	20-40万
                    ",北京,硕士及以上,经验不限,英语 + 普通话,25-30岁,,"
               助理顾问／顾问／实习生 工作地点：北京／上海 汇报对象：manager  职位说明： 1、 协助顾问收集目标行业的行业信息，分析研究客户的要求，提供客户有价值的服务； 2、协助顾问寻找适合该职位的候选人，通过各种途径搜寻人才，各大招聘网站，公司数据库，Cold Call，关系圈等； 3、协助安排客户面试，辅导候选人面试及解决面试过程中遇到的问题； 4、 协调薪酬谈判和录用通知书的签署，并根据客户要求进行候选人背景调查； 5、候选人入职前、中、后的跟踪服务，并为候选人提供相应的职业发展建议。  ","要求： 1、本科或者硕士以上教育背景， 理工科专业优先， 211重点大学或有留学经验者优先； 2、有猎头顾问助理经验或有游戏，软件，通信，电子商务，互联网行业从事过市场，公关，产品／技术及电话销售等工作经验1-4年优先 ； 3、性格开朗，优秀的沟通与表达技巧； 4、能够承受较大的工作压力，具有高度的责任感  福利：丰厚的福利待遇，转正后所有员工均配备最新Iphone 6s ；             快速的职业发展通道及均等的发展机会；  期待同样胸怀梦想并脚踏实地的你的加入
            ",项目部,不限,manager,0人,,,"
100%
							",1
猎头顾问助理（headhunter）,"
                    	10-15万
                    ",上海,统招本科,经验不限,普通话,20-25岁,,"
               1.	准确理解客户的招聘需求，根据职位需求从各种渠道筛选合适的候选人， 2.	协助顾问进行简历的初步筛选、电话沟通及初步面试筛选；为候选人做面试、评估，通过有效的匹配工作来确定合适的候选人；3.	协助顾问联络候选人，安排候选人面试；4.	与候选人和客户保持良好的沟通，及时获取并准确，有效的传递双方的反馈信息；5.	协助顾问完成业绩指标，有效执行顾问的工作安排。
",,职能,不限,主管,0人,,,"
100%
							",1
抱歉， 您访问的页面不存在或已删除,,,,,,,,,,,,,,,,,1
猎头顾问,"

我感兴趣 请联系我
","
北京-东城区
        ",大专,2年经验,,,,"
       职位描述：
1.充分理解客户需求，完成客户空缺岗位职责的分析；
2.能适应及理解各个行业和不同function的岗位招聘要求；
3.拓展招聘渠道，通过各种渠道搜寻人才，通过有效的电话沟通技巧与目标候选人进行沟通，调查候选人的经验背景；
4.向客户推荐合适候选人，协调安排客户面试候选人，并跟踪面试进程；

","要求：
1. 专科以上学历；
2. 具有1年以上猎头行业工作经验，或跨国企业不同岗位工作经验；
3. 良好的电话沟通能力，能运用英语与客户、候选人交流；
4. 有志于在猎头行业发展，优秀的团队合作能力和抗压能力。
      ",,,,,,,,
猎头顾问,"

我感兴趣 请联系我
","
杭州-下城区
        ",本科,1年经验,,,,"
       岗位职责：
1. 配合leader完成客户开发及客户拜访；
2. 分析行业发展和客户职位需求，制定人才寻访方案；
3. 实施寻访，对候选人做出初步评价和筛选；
4. 了解候选人的发展需求，提供专业的职业规划辅导；
5. 向客户推荐候选人，提交评价意见和推荐报告；
6. 协调客户公司与候选人的面试，跟进面试的进程和反馈。

","要求：
1. 统招本科以上学历，有一年以上工作经验，有猎头经验或电话销售工作经验优先；
2. 适应力强，稳定性好，愿意在中高级人才推荐行业长期发展；
3. 沟通技巧和客户服务技巧良好；
4. 具有强烈实现个人成就的意识；
5. 能积极应对挫折和压力，乐于接受挑战；
6. 优秀的学习能力，及逻辑辨析能力；
7. 自我驱动，结果导向；
8. 良好的团队意识，注重团队合作。
      ",,,,,,,,
猎头顾问,"

我感兴趣 请联系我
","
北京-朝阳区
        ",本科,2年经验,,,,"
       职责描述：
1、能独立负责客户委托的招聘项目，与客户充分沟通分析职位需求为客户提供咨询服务；
2、根据客户提供的职位要求，通过各种渠道寻访合适候选人；
3、面试和甄选候选人，根据客户的需求和特点推荐合适候选人；
4、协调安排客户面试并解决面试中遇到的问题；
5、协调薪酬谈判和录用通知书签署，并根据客户要求对候选人背景调查；
6、候选人入职前中后的跟踪服务，为候选人提供相应的职业发展建议；
7、与客户和候选人保持良好的沟通，了解市场动态协助leader进行市场拓展；
8、完成公司要求各项KPI指标。

","要求：
1、统招本科及以上学历；
2、年龄：26至35岁左右，男女不限，有互联网猎头经验者优先；
3、善于学习，沟通及抗压能力强，且为目标导向性人才；
4、薪酬待遇(底薪（open谈）+高比例业绩提成）。
我们可以给你这些：
1、工作时间：早9:00-晚6:00，周末双休， 其他节假日优于国家法定执行；
2、福利：五险一金，绩效奖金，节日福利，带薪年假，激励奖金等；
3、公司完善、统一的系统培训；
4、睿智的老板、友善的同事、舞台足够大，只要你够“亮”。

      ",,,,,,,,
猎头顾问,"
                    	10-40万
                    ",济南,本科及以上,5年以上,语言不限,25-35岁,,"
               工作职责：1、根据客户需求，在市场上搜寻合适的人才；2、根据职位要求筛选人才；3、积极联系客户，赢得新的订单，保证客户满意度，维护与客户的长期合作；4、与候选人进行面谈，并向客户推荐候选人的能力和素质，保证匹配成功；5、独立进行招聘工作；6、在相关行业/领域开发新客户。","要求：1、全日制大专及以上学历，同时欢迎具有海外留学经历的人才应聘；2、3年以上猎头相关经验，同时欢迎具有制造业，金融行业，IT，化工，汽车、医药，医疗器械，建筑，房地产，快消，奢侈品，零售等行业的销售、市场、人力资源5年以上经验的人才应聘；3、英语听说读写良好，结果导向，能在时间压力等高压下工作；4、充满活力，具有团队精神，能在一个快速发展的环境中成长；5、优秀的沟通技巧，喜欢与人交往，喜欢在团队中工作；6、通情达理，乐于学习。
",业务部,不限,总经理,0人,,,"
69%
							",1
猎头助理,"
                    	10-20万
                    ",济南,本科及以上,1年以上,语言不限,23-28岁,,"
               猎头助理 ","要求：1、22-28岁，男女不限，大专以上学历；2、有1年以上招聘、猎头或电话销售经验优先；3、喜欢与人打交道，善于通过电话与人建立联系；4、学习能力强，有较强的责任心和抗压能力；5、思维敏捷,人际交往广,良好的沟通技巧；6、熟悉互联网搜索应用，热爱猎头行业。猎头顾问 职位要求：1.25-35岁，相关专业本科以上，英语良好；2.3年以上企业专职招聘、猎头工作经验，有人力资源相关证书者优先；3.较强的责任感，善于分析客户及人才的心理，对主要岗位的工作职责和",业务部,不限,猎头顾问,0人,,,"
50%
							",1
猎头顾问,"
                    	12-35万
                    ",武汉,学历不限,3年以上,语言不限,25-40岁,,"
               职位描述：1、协助业务总监制订工作目标和执行方案；2、开发及维护客户，与客户充分沟通，了解客户潜在人才需求；3、接受客户委托，分析职位需求，向客户提供一定的咨询或引导；4、制订猎才方案，通过各种渠道访寻候选人或者指导助理完成访寻工作；5、面试和甄选候选人，向客户提交候选人推荐报告；6、协调安排客户面试，及时解决面试过程中遇到的问题；7、协调薪酬谈判和录用通知书的签署，并根据客户要求进行候选人的详细背景调查；8、候选人入职前中后期的跟踪，并为候选人提供相应的职业发展建议。职位要求：1、有意愿长期从事人才服务产业，25-40岁，本科以上学历。2、有较强的成就欲望和执行力，较高的情商，善于学习，善于处理人际关系。3、能够承受较强的工作压力，具备独立的发现、分析及解决问题的能力。4、良好的团队协作能力，富有高度的责任心与职业操守。5、喜欢与人打交道，善于通过电话与人建立联系；能高效与客户和人选沟通。6、有3年以上电子信息、机电自动化、智能制造、光电、IT、生物医药、汽车等行业猎头经验或行业内人事工作经验埏优先。
            ",,猎头部,不限,项目经理,1人,,,"
23%
							",1
猎头顾问/助理顾问,"
                    	10-18万
                    ",南京,大专及以上,1年以上,普通话,20-35岁,,"
               岗位职责：1、全面负责猎头项目的具体推进、执行，完成年度业务指标；2、建立人才搜寻渠道，了解中高级人才的动态信息；3、开发及拓展客户，了解客户潜在人才需求；4、与客户沟通，了解客户需求信息，提供招聘方案与计划；5、进行职位分析，制定详细的寻访方案，选择寻访渠道；6、搜索、面试、评估、筛选及推荐候选人；7、向客户做候选人面试安排、结果反馈、背景调查及后续跟踪服务；8、保持与维护客户和被录用者良好的关系；9、指导监督下属人员工作。职位要求：1、全日制本科及以上学历，1年以上工作经历，专业不限；2、具有猎头行业、人力资源或销售相关从业经验者优先；3、能够承受工作压力，具备独立的发现、分析及解决问题的能力；4、良好的团队协作能力，富有高度的责任心与职业操守。 晋升通道：寻访员-猎头顾问助理-猎头顾问-高级顾问(SC)-领队（TL）-区域经理（OM）或行业经理-行业总监-合伙人 备注：如果你在南京或愿意来南京发展，如果你是2年及以上的顾问或team leader，如果你立志于在行业深耕，如果你希望获得相对于付出合理的回报，如果你还希望提升个人整体素质和行业沉淀，如果你不希望在一支没有抱负的团队，那就没错了，欢迎加入南京展动力，一支专业，公平，开放，正向，团结的阳光团队！
            ",,猎头,不限,执行经理,0人,,,"
100%
							",1
猎头管培生,"4-7万
                                        

"," 
杭州
",大专及以上,经验不限,语言不限,年龄不限,"绩效奖金,弹性工作,领导好,扁平管理,技能培训,五险一金,团队聚餐,合作模式多样,薪资开放可谈,",职责描述：1.分析企业的招聘需求，摸透行业和具体职位，确定找谁猎谁。2.拓展招聘渠道，筛选简历，跟人选沟通意向来判断匹配度 。3.做好背调并推荐合适的人选，跟进企业反馈，协助双方签定offer。,"要求：1.优秀的大专及全日制本科以上学历，有三个月以上的时间空缺2.吃苦耐劳，能有清晰的逻辑表达能力，待人接物让感觉人舒适3.性格开朗，能玩爱聊，喜欢挑战和新鲜事物，学习能力强4.专业不限制，人力资源相关专业优先。
                            ",猎头,不限,无,0人,中介服务,1-49人,,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
猎头助理,,,,,,,,,,,,,,,,,
内部猎头,"13-26万
                                        

"," 
北京
",本科及以上,3年以上,语言不限,年龄不限,"年底双薪,绩效奖金,交通补助,节日礼物,弹性工作,休闲餐点,扁平管理,领导好,发展空间大,",岗位职责:1、	配合各部门制定招聘计划以辅助各部门完成既定业绩目标，并把控招聘节奏；2、	重点负责各部门中高端岗位的招聘，完成新业务的团队搭建、现有业务高阶人员的扩充以及迭代；3、	积极与用人部门沟通，深入了解各部门业务，并组织培训会和讨论会，不断提高招聘准确度和部门满意度；4、	积极开展竞品研究工作、人才地图工作，为各部门的竞聘研究工作、战略决策助力；5、	定期统计招聘数据，总结招聘问题，不断提升招聘效率，优化招聘流程；6、	建立、维护企业人才库，定期跟踪关键人选的动向和意向；,"要求：1、	本科以上学历，专业不限，人力资源相关专业优先；2、	3年左右招聘经验，2年以上高端岗位招聘经验，猎头背景优先，熟悉mapping技巧优先；3、	愿意深入了解公司业务，有良好企业管理意识、商业思维，掌握多种面试技巧；4、	沟通顺畅有亲和力，逻辑严谨，主动学习，积极思考，善于总结，踏实上进。
",艾瑞咨询,不限,无,0人,专业服务(咨询/财会/法律/翻...,100-499人,92%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
猎头经理,"12-18万
                                        

"," 
深圳-龙岗区
",本科及以上,3年以上,语言不限,年龄不限,"绩效奖金,领导好,扁平管理,发展空间大,技能培训,岗位晋升,五险一金,节日礼物,定期体检,带薪年假,准上市公司,团队聚餐,全勤奖,优秀员工奖,奖金丰厚,",职责描述：匹配公司人力发展需求，负责公司中、高端（总监级、技术大牛）人才的引进；,"要求：1，拥有多渠道猎头经验，熟练使用各大招聘平台，同岗位工作经验2年以上；2，拥有丰富的互联网领域中、高端人才资源与渠道资源；3，1年以上互联网行业从业经验（此为必备条件）；公司处于快速发展阶段，能力无上限，收入无上限；
                            ",行政人事部,不限,总经办,0人,,100-499人,30%,
猎头,"6-12万
                                        

"," 
深圳-龙岗区
",统招本科,3年以上,语言不限,年龄不限,"绩效奖金,领导好,扁平管理,发展空间大,技能培训,岗位晋升,五险一金,节日礼物,定期体检,带薪年假,准上市公司,",职责描述：匹配公司人力发展需求，负责公司中、高端人才的引进；,"要求：1，拥有多渠道招聘经验，熟练使用各大招聘平台，同岗位工作经验2年以上；2，拥有丰富的互联网领域中、高端人才资源与渠道资源；3，1年以上互联网行业从业经验（此为必备条件）；
",行政人事部,不限,总经办,0人,,100-499人,30%,
 招聘主管-企业猎头（医疗器械）,"面议
                                        

"," 
上海-闵行区
",统招本科,3年以上,语言不限,年龄不限,"带薪年假,午餐补助,领导好,扁平管理,定期体检,节日礼物,五险一金,绩效奖金,",岗位职责：1、负责制订公司人力资源招聘规划和体系；制订和持续改进公司人才选拔体系；2、负责制订年度招聘计划及招聘方案、招聘渠道并组织实施；3、负责制订公司各岗位胜任力模型、人才测评模型；制订公司岗位设置，组织制订和完善岗位描述说明书；4、负责公司招聘工作的开展和落实；5、负责所在实体的人力资源部年度计划、各模块各项指标的完成；6、负责集团招聘部及所在实体人力资源部团队建设及人才培养。 ,要求：1、学历：全日制大学本科以上学历，人力资源、教育学或心理学等相关专业；2、经历：3年以上相关行业或大型产业集团同等职位工作经历；3年以上招聘管理经验，熟悉人力资源的其他模块，有丰富的招聘经验及技巧，猎头经验优先考虑3、能力：具有进行工作分析、岗位评价、建立,Care-role康汝医疗器械,不限,HRM,0人,医疗/保健/美容/卫生服务,2000-5000人,45%,
