职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
首席人力官/副总,"24-36万
                                        

"," 
洛阳
",本科及以上,5年以上,语言不限,年龄不限,"五险一金,绩效奖金,股票期权,年度旅游,节日礼物,带薪年假,岗位晋升,技能培训,发展空间大,",职责描述：前期需要到洛阳工作3-6个月，后期派往郑州。1.根据企业或集团的发展战略，制定人力资源战略规划;2.监督并控制企业或集团人力资源战略规划的执行;及时处理人力资源突发事件;3.建立企业或集团畅通有效的沟通渠道和激励机制;使员工能与企业有良好的沟通，发挥员工的积极性和创造性;4.培养有创造力的领导者，CHO要注重领导者的培养，使他们能够指导、激发、奖励和推动团队创造业绩;5.全面负责企业的人力资源部门工作。组织制定企业人力资源需求计划，为企业招聘合适的优秀的人才，组织员工进行培训，提高员工工作能力;编制企业年度薪资调整方案，负责处理与劳动合同相关的事宜;6.负责部门内部的组织管理。分配部门的工作并监督实施情况，考核下属员工的工作，控制预算。,"要求：1.本科以上学历，管理或人力资源领域相关专业；2.3年以上高层人力资源管理经验，具二手房行业知名企业相关工作经验者3.具较强的事业心，对创建成功团队充满热情。4.具创新精神，善于学习并了解二手房行业标杆企业人力资源领域成功实践；
                            ",房联行,不限,无,0人,房地产开发/建筑/建材/工程,500-999人,97%,
HRVP/招聘总监,"
                    	80-110万
                    ",北京,统招本科,8年以上,语言不限,30-45岁,,"
               招聘总监负责：集团总部的相应高管职位的招聘及管理工作；HRVP：为人力资源中心的HRVP, 分管各事业部的HR工作（包括招聘及其他模块）
",,人力资源中心,不限,人力资源,0人,,,"
100%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
HRVP,"
                    	40-60万
                    ",南京,本科及以上,10年以上,语言不限,35-45岁,,"
               职责：1、全面统筹规划集团人力资源发展战略，制定集团短、中、长期人力资源战略规划，合理调配、补给集团的人力资源，并监督实施；2、 参与集团经营管理及重大问题决策，为集团管理层决策者提供人力资源战略、规划、组织建设等方面的建议与意见；3、 负责构建和完善适应集团发展的人力资源管理体系，强化人力资源管理的专业性和规范性，并负责监督、指导人力资源管理制度和流程的执行，提升集团核心竞争力；4、 负责规划和完善集团中高层管理人员（包括各分公司领导层）和关键员工的选、用、育、留制度，协助各级领导做好招聘、配置、考核、培训、职业发展规划等工作，并为高层领导就有关人员管理的决策提供顾问和支持；5、 负责指导人力资源整体预算的制定，监控人力资源成本费用支出；6、 负责监督各分子公司和事业部执行总部人力资源制度政策，提高其运营能力；7、 负责塑造、维护与传播集团的企业文化，加强公司与员工之间的凝聚力，确保员工行为与企业文化倡导的价值观相一致，树立和提升公司良好的对外形象；8、 负责审阅人力资源的各类管理报表，及时发现重要问题，并组织力量快速有效地解决问题；9、 负责所辖直接下属的工作调配，并协助制订其培训计划，培养在其职责范围内的能力提升.要求：1.45岁以下，大学本科及以上学历，人力资源管理、企业管理等相关专业；2.15年以上大型企业人力资源管理工作经验，5年以上多元化集团企业、上市公司同岗位工作经历；3.对现代企业人力资源管理模式有系统的了解和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，能够指导各个职能模块的工作；4.具有出色的人际沟通能力、交际能力和领导力，具有亲和力，工作严谨，性格开朗，责任心强，能承受工作压力；
            ",,人力资源,不限,集团总裁,0人,,,"
67%
							",1
HRVP,"
                    	120-180万
                    ",北京,统招本科,8年以上,语言不限,35-45岁,,"
               1、组织制定人力资源整体战略规划和组织规划；2、制定并完善薪酬考核、招聘、培训及人事管理等制度；3、拟订人力资源成本预算，监督控制预算的执行；4、指挥、协调和控制公司各部门人力资源薪酬、招聘、培训以及绩效、员工关系等方面的工作；5、负责工作分析、岗位说明书与定岗定编工作，对公司组织结构设计提出改进方案；6、招聘优秀管理团队，实施人才发展储备计划，为公司主管以上的管理者进行职业生涯规划设计；7、管理本部门日常工作，负责本部门员工工作考核、激励及部门资金的预算和控制等；8、组织和推动企业文化建设；
            ",,人力资源,不限,副总裁,20人,,,"
15%
							",1
人力资源总裁HRVP,"65-104万
                                        

"," 
上海
",本科及以上,7年以上,语言不限,年龄不限,"带薪年假,午餐补助,交通补助,五险一金,",岗位职责：1、全面负责人资中心的统筹管理工作；2、负责**人力资源战略的制定，建立科学、系统符合企业实际情况的人力资源管理体系并不断完善；3、根据公司发展战略，制定人力资源各模块的经营计划并推动实现；4、向总裁提供人力资源战略、组织建设、组织发展及组织变革等方面的建议并致力于提高公司综合管理水平，控制人力成本；5、负责建立有效的绩效机制及薪酬体系，充分发挥员工的积极性和创造性；6、负责**人才梯队的搭建工作，建立和完善人才培养机制，为**可持续发展提供人才支持；7、及时处理公司管理过程中的重大人力资源问题；8、负责**的企业文化建设及落地实施；9、做好人资中心员工的选育用留、企业文化宣导落地等人力资源管理工；10、负责内部员工满意度的提升。,"资格：1、211、985统招本科及以上学历，人力资源管理专业优先；2、10年以上大中型企业人力资源工作经验，千人及以上规模企业HRD经验3年以上；3、具有丰富的人力资源管理体系建设经验，有着良好的业务理解力和敏感度；4、对现代人力资源管理模式和战略人力资源管理理念有着较深的理解；5、极强的沟通、协调、决策、应变能力及全局意识；6、具有良好的职业道德，人格魅力、感召力、影响力，极强的工作责任心和事业心。7、管理不少于30人的人力资源团队经验
                            ",人力资源部,不限,无,0人,互联网/移动互联网/电子商务,1000-2000人,30%,
HRVP,"面议
                                        

"," 
上海-虹口区
",统招本科,10年以上,语言不限,年龄不限,"绩效奖金,股票期权,带薪年假,年底双薪,定期体检,年度旅游,发展空间大,公司规模大,",职责描述：1、作为公司人力资源的负责人，对全体股东负责，向总裁汇报，落实公司人力资源发展战略，协助总裁完成董事会下达的年度各项经营指标；2、能知人善任的对公司高管的人选及分工提出科学合理的建议性方案，并对公司高管的考核评价和激励措施提出建议方案，供董事会决策；3、贯彻公司价值观和企业文化，加强团结协作，持续提高组织的凝聚力、战斗力和盈利能力；加强对下属各体系、各部门的负责人及业务骨干的选、育、用、留、考等团队建设工作，持续提升企业效益和人均效益；4、执行、优化和完善公司的各项规章制度和业务流程，防范企业运营过程中的各种风险，持续提升企业的管理水平和运行效率。,"要求：1、人力资源管理或相关专业本科以上学历；2、10年以上人力资源管理经验，其中三年以上千人团队管理经验；3、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法；4、很强的计划性和实施执行的能力；有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心；5、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力。6、具有互联网上市公司运营管理经验及国内外著名企业管理经历者优先考虑；如有阿里、腾讯、58、美团、滴滴、摩拜、今日头条、饿了么等知名人力资源运营优秀的公司或者世界500强工作经验最佳。7、具备良好的奉献精神和职业道德操守，有很强的感召力、凝聚力和执行力，勇于接受挑战，善于开拓创新； 8、认可企业的发展战略，身心健康；9、要求带过80人以上团队；10、品德好、素质高、能力强，在互联网应用领域具有令人信服的丰富管理经验。
                            ",高顿教育集团,不限,无,0人,教育/培训/学术/科研/院校,1000-2000人,69%,
首席人才官CHO,"
                    	80-100万
                    ",上海,统招本科,8年以上,语言不限,32-45岁,,"
               1. 根据集团的发展战略，制定人力资源战略规划；2. 建立并完善人力资源管理体系，研究、设计人力资源管理模式，制定和完善人力资源管理制度；3. 向公司高层决策者提供有关人力资源战略、组织建设等方面的建议，并致力于提高集团及下属成员公司人力资源的综合管理水平；4. 组织制定集团人力资源发展的各种规划，并监督各项计划的实施；5. 负责企业大学的筹备及运作，使企业大学成为有领导力；6. 合同负责集团和各成员公司人力资源部门工作的有效运行。","要求：1. 年龄45岁以下，全日制大学本科以上学历，管理类相关专业；2. 具有战略、策略化思维，有能力建立、整合不同的工作团队；3. 具有解决复杂问题的能力；4. 很强的激励、沟通、协调、团队领导能力，责任心、事业心强；5. 如有大金融行业，知名企业集团经验者优先。
            ",集团总部,不限,ceo,0人,,,"
40%
							",1
HRVP（人力资源副总裁）,"
                    	90-100万
                    ",广东省,统招本科,8年以上,语言不限,30-48岁,,"
               1，帮助组织实现人力资源的有效规划及文化建立。全局性的决策战略方针的制订。2，在人力资源和组织管理方面积累深厚,熟悉公司战略和运营，同时熟悉品牌的商业模式和资本市场。3.5年以上HRVP，总裁类经验，有较好的大局观和系统思考能力，又能脚踏实地，务实的解决具体问题，有较强的人际理解力。4.有宝洁、可口可乐，全球500强知名外企HRD从业背景佳。熟稔外资的HR管理理念并能同步驾驭使用。
            ",,HRVP,不限,董事长/总裁,0人,,,"
27%
							",1
HRVP,"
                    	150-210万
                    ",上海,本科及以上,10年以上,语言不限,35-50岁,,"
               1、人力资源规划。     根据公司发展战略，组织制定中长期人力资源规划和部门内日常工作计划（招培管评体系完善）；2、组织发展和变革推动。     梳理各组织职责分工，建立工作沟通指引。3、统筹招聘资源和渠道，推动招聘实施，满足业务发展对人才的需求；4、负责建立健全公司人力资源管理体系（招培管评），满足公司管理要求，实现员工职业发展； 5、制定并推动基于战略体系的绩效管理和薪酬体系改革。     年度战略指标分解，利用BSC原理建立公司级四类指标“经营、业务、管理、品质”，形成公司级和部门级指标库；推动组织绩效与个人绩效关联，差异化的绩效评价标准改革；6、人力资源制度体系建立。    优化人力资源部工作流程，建立部门员工工作手册，提升员工技能和工作效率； 7、企业文化建设和员工关系处理。 
",,HR,不限,CEO,0人,,,"
<15%
							",1
HRVP,"
                    	70-100万
                    ",北京,统招本科,8年以上,语言不限,32-38岁,,"
               负责人力资源板块的投后管理顾问工作工作内容包括：1，投前做被投企业高管的尽调，HR相关的尽调；2，帮助做高管团队的搭建，C级别或者董事会成员的招聘；3，帮助被投企业做员工关系，股权激励等方面的咨询和辅导；4，定期举办CEO Club，经验交流、心得、疑惑，从HR方面去维护与企业的关系。5，协调内外部资源以及高管（集团内部以及背投企业高管）之间的关系。
",,人力资源部,不限,创始人,0人,,,"
100%
							",1
HRVP,"
                    	80-100万
                    ",上海,本科及以上,10年以上,语言不限,40-45岁,,"
               工作职责1、人力资源规划。 根据公司发展战略，组织制定中长期人力资源规划和部门内日常工作计划（招培管评体系完善）；2、组织发展和变革推动。 梳理各组织职责分工，建立工作沟通指引。3、统筹招聘资源和渠道，推动招聘实施，满足业务发展对人才的需求；4、负责建立健全公司人力资源管理体系（招培管评），满足公司管理要求，实现员工职业发展； 5、制定并推动基于战略体系的绩效管理和薪酬体系改革。 年度战略指标分解，利用BSC原理建立公司级四类指标“经营、业务、管理、品质”，形成公司级和部门级指标库；推动组织绩效与个人绩效关联，差异化的绩效评价标准改革；6、人力资源制度体系建立。 优化人力资源部工作流程，建立部门员工工作手册，提升员工技能和工作效率； 7、企业文化建设和员工关系处理。
            ",,HR,不限,CEO,20人,,,"
71%
							",1
HRVP,"
                    	30-60万
                    ",杭州,统招本科,10年以上,语言不限,20-45岁,,"
               人才优化，对于不合适的人进行诊断调整；业务诊断，对于业务部门存在的问题进行诊断并且提供解决方案；进行招聘与培训，寻求适合的人才，增强企业的凝聚力
",,人力资源,不限,董事长,10人,,,"
100%
							",1
HRVP Assistant,"
                    	20-50万
                    ",深圳,统招本科,2年以上,英语 + 普通话,25-35岁,,"
               HRVP Assistant (recruiting direction)One-tier Capital Group Location: Futian Distinct, Shenzhen THE ROLEAs a Recruiter (Associate of our HRVP), you will be responsible for the full recruitment process including sourcing, screening, assessing, and marketing candidates to hiring elites in fashion industry.KEY RESONSIBILTIES  Talent attraction: manage external job postings and recruiting platforms to attract and engage unique talent Proactive sourcing: execute on tactical research, referrals and sourcing campaigns to find and engage both active and passive candidates through proactive initiatives Candidate management: screen candidate applications, schedule and coordinate interviews and feedback, manage candidate communication Data: Maintain applicant tracking data and report on hiring results and recruitment metricsQUALIFICATIONS Proven academic excellence (evidenced by Bachelor’s or higher degree) and 1-2 years in headhunting. Interest in identifying, engaging and converting premier, specialized talent. Ability to multitask and prioritize in a fast-paced environment, and be accurate in all aspects of the role (namely, be smart). Fluent English and Chinese required, good fashion sense and overseas education background are plus.WHAT’S ON OFFER  Competitive reward, broad platform, prospect chances, etc. A truly global opportunity to work with the best clients, as well as best tools, technologies, and expertise in the industry. A clear career path which provides opportunities for learning and growth. Great atmosphere of workplace in the friendly multinational team.
",,HR,不限,HRVP,0人,,,"
<15%
							",1
HRVP,"
                    	70-100万
                    ",上海,统招本科,5年以上,语言不限,28-45岁,,"
               1、结合公司战略，全面统筹规划人力资源战略，构建适合公司经营模式的人力资源管理管控体系，支撑公司实现经营目标。2、制定公司人力资源规划方案，指导并监督下属事业部或子公司落实实施。3、不断完善公司组织发展、人才发展、薪酬激励、组织文化体系和公司行政管理体系，致力于提高公司综合管理水平。4、参与公司战略制定过程，为公司重大决策提供信息支持。负责团队管理，主持高级人才的甄别和选拔，完善公司人才储备和梯队建设。5、HR预算管理：负责根据公司年、季、月计划制定相应周期的人力资源财务预算，并在执行中做好费用成本管控，确保费用-成本支出的合理性。6、制度建设：负责公司制度、流程的建立、贯彻执行和持续优化；参与公司管理体系的建设。7、管理创新：负责根据公司发展现状和问题以及外部市场环境变化，不断在专业管理方面动进行创新、实践，提高公司管理水平。8、文化建设：推动公司企业文化建设，为员工构建良好的工作软环境。
            ",,人资部,不限,总裁,0人,,,"
97%
							",1
HRVP、HRD,"
                    	60-90万
                    ",上海,本科及以上,8年以上,语言不限,35-45岁,,"
               1、负责公司行政、人事管理工作; 2、审核人力资源流程制度和年度人力规划及成本预算; 3、根据公司发展要求,监督并指导人员招聘、绩效考核与员工发展、完善薪酬福利与社会 保险、人员培训、劳动合同管理、考勤与假期管理、人员调动与人事任免、员工关系和劳动 纠纷处理,为不断完善公司人力资源的管理提供建议和解决方案; 4、参与搭建积极向上、有特色的企业文化和团队; 5、管理、指导各分支机构的各项行政人事事务工作; 6、部门人员管理、工作安排、员工培训;7、协调各部门之间的关系。外部协调关系:人事局,劳动局,培训机构,咨询机构,猎头机构,高等院校,人才交流中 心人技能技巧: 1)熟悉劳动法及相关法律知识,熟悉医药行业形势,了解新药研发过程;2) 能领导整个人力资源部门工作,协调公司各部门的工作关系,与相关单位保持良好关系。个人素质:1)具有较强的语言交流能力,独立工作能力和项目管理能力;2)具有敏锐的观 察力和逻辑分析能力,关注细节,时间观念强;3)能够在压力下出色完成任务;4)良好的 沟通协调能力、具备较强的团队合作精神。
            ",,人力资源部,不限,总裁,0人,,,"
83%
							",1
HRVP,"
                    	200-250万
                    ",北京,本科及以上,15年以上,语言不限,35-50岁,,"
               工作职责：1、组织制定人力资源整体战略规划和组织规划；2、制定并完善薪酬考核、招聘、培训及人事管理等制度；3、拟订人力资源成本预算，监督控制预算的执行；4、指挥、协调和控制公司各部门人力资源薪酬、招聘、培训以及绩效、员工关系等方面的工作；5、负责工作分析、岗位说明书与定岗定编工作，对公司组织结构设计提出改进方案；6、招聘优秀管理团队，实施人才发展储备计划，为公司主管以上的管理者进行职业生涯规划设计；7、管理本部门日常工作，负责本部门员工工作考核、激励及部门资金的预算和控制等；8、组织和推动企业文化建设；","资格：1、人力资源管理或相关专业本科及以上学历；2、15年以上人力资源管理经验，其中10年以上团队管理经验；3、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法；4、很强的计划性和实施执行的能力；有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心；5、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力。 
            ",招聘部,人力资源管理或相关专业,总裁、董事会主席,0人,,,"
100%
							",1
CHO,"
                    	250-310万
                    ",上海,统招本科,10年以上,普通话,30-40岁,,"
               主要工作职责：1、负责集团及下属公司的人力资源管理、集团管控、战略等管理；2、完善集团组织架构及管控模式；3、集团关键核心岗位人员的引进、选拔、任用与考核； 4、集团计划运营管理，包括计划的制订、实施、检查监督；5、集团绩效考核管理方案的制订与实施。
            ",,人力资源中心,不限,总裁,0人,,,"
16%
							",1
HRVP,"
                    	100-150万
                    ",深圳,统招本科,10年以上,语言不限,30-45岁,,"
               岗位职责：1、组织制定人力资源整体战略规划和组织规划；2、制定并完善薪酬考核、招聘、培训及人事管理等制度；3、拟订人力资源成本预算，监督控制预算的执行；4、指挥、协调和控制公司各部门人力资源薪酬、招聘、培训以及绩效、员工关系等方面的工作；5、负责工作分析、岗位说明书与定岗定编工作，对公司组织结构设计提出改进方案；6、招聘优秀管理团队，实施人才发展储备计划，为公司主管以上的管理者进行职业生涯规划设计；7、组织和推动企业文化建设。","资格：1、人力资源管理或相关专业本科以上学历，10年以上人力资源管理经验，有BAT大型互联网公司或者金融公司工作经验者优先；2、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法；3、很强的计划性和实施执行的能力；有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心；4、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力。
            ",人力资源部,不限,总裁,0人,,,"
100%
							",1
HRVP,"
                    	70-100万
                    ",北京,学历不限,5年以上,语言不限,28-45岁,,"
               1、结合公司战略，全面统筹规划人力资源战略，构建适合公司经营模式的人力资源管理管控体系，支撑公司实现经营目标。2、制定公司人力资源规划方案，指导并监督下属事业部或子公司落实实施。3、不断完善公司组织发展、人才发展、薪酬激励、组织文化体系和公司行政管理体系，致力于提高公司综合管理水平。4、参与公司战略制定过程，为公司重大决策提供信息支持。负责团队管理，主持高级人才的甄别和选拔，完善公司人才储备和梯队建设。5、预算管理：负责根据公司年、季、月计划制定相应周期的人力资源财务预算，并在执行中做好费用成本管控，确保费用-成本支出的合理性。
            ",,人事部,不限,CEO,100人,,,"
<15%
							",1
HRVP,"
                    	100-120万
                    ",北京,统招本科,10年以上,语言不限,40-46岁,,"
               工作职责：【入职初期，工作重点为招聘】1.根据公司发展方向，主导制定公司人力资源战略，实施高管团队的组织搭建及配置；2.负责组织制定分解年度人力资源计划，并负责人力资源计划的实施及落实；3.负责公司及各下属公司的中高层管理人员的管理评估，提出改进意见经审批后组织实施；4.负责公司培训体系的建立，包括团队建设及师资体系的搭建、维护；5.负责制定公司人才梯队建设及人才培养计划，分层组织各层面管理人员的培训及提升；6.负责公司所投资的各产业公司的人力资源整合及调整；7.负责公司人力资源管理人员的整体业务提升及人员调整；8.负责组织推进公司绩效管理体系及薪酬激励体系；9.负责制定各项激励机制的建立，经审批后组织推进落实；10.负责建立、维护与媒体机构、政府相关部门的良好关系。
            ",,无,不限,无,0人,,,"
100%
							",1
CHO,"
                    	150-200万
                    ",杭州,学历不限,8年以上,英语,32-45岁,,"
               1、有互联网电商从业经历，名企背景；2、曾有多元化（多产业）、多区域（国内国外）的集团公司CHO",经历；3、原有企业规模在5000人以上；4、具有较好的英语交流能力；5、八年以上专业人力资源负责人,人力资源部,不限,CEO,40人,,,"
100%
							",1
人力资源副总（HRVP）,"30-40万
                                        

"," 
成都-武侯区
",本科及以上,8年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,",,"要求：1．管理类或相关类专业本科及以上学历；2．八年以上大中型企业人力资源工作经验；3年以上人力资源总监岗位工作经验；3．对人力资源规划、招聘、培训、薪酬管理、绩效考核、企业文化建设具有专业的理论知识 和成功的实践经验；4．熟悉国家及成都市地方劳动人事政策及法律法规；5．优秀的执行能力和变革力，主动性强，优秀的管理、组织能力，具有严谨的工作态度、强烈的责任心、具备良好的团队合作精神；6．可适应出差。岗位职责：1．负责集团行政、人力资源部门的管理工作；2．制定公司人力资源战略规划，提高公司人事招聘、培训、薪酬、绩效考核各板块工作水平；3．加强公司的企业文化建设，增强企业的凝聚力；4．负责协调公司内部关系，推动各项制度执行；5．协助推动经营管理的重要事项。分享微信邮件
                            ",,不限,无,0人,制药/生物工程,500-999人,30%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
HRVP,"
                    	120-180万
                    ",北京,统招本科,8年以上,语言不限,38-43岁,,"
               1、组织制定人力资源整体战略规划和组织规划； 2、制定并完善薪酬考核、招聘、培训及人事管理等制度； 3、拟订人力资源成本预算，监督控制预算的执行； 4、指挥、协调和控制公司各部门人力资源薪酬、招聘、培训以及绩效、员工关系等方面的工作； 
",,人力资源,不限,总裁,0人,,,"
100%
							",1
HRVP,"
                    	120-180万
                    ",北京,硕士及以上,15年以上,语言不限,20-45岁,,"
               岗位职责：1、组织制定人力资源整体战略规划和组织规划；2、制定并完善薪酬考核、招聘、培训及人事管理等制度；3、拟订人力资源成本预算，监督控制预算的执行；4、指挥、协调和控制公司各部门人力资源薪酬、招聘、培训以及绩效、员工关系等方面的工作；5、负责工作分析、岗位说明书与定岗定编工作，对公司组织结构设计提出改进方案；6、招聘优秀管理团队，实施人才发展储备计划，为公司主管以上的管理者进行职业生涯规划设计；7、管理本部门日常工作，负责本部门员工工作考核、激励及部门资金的预算和控制等；8、组织和推动企业文化建设。","资格:1、人力资源管理或相关专业研究生及以上学历；2、15年以上人力资源管理经验，其中10年以上团队管理经验；3、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法；4、很强的计划性和实施执行的能力；有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心；5、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力。
            ",人力资源,人力资源管理或相关专业,总裁,0人,,,"
100%
							",1
HRVP,"
                    	200-260万
                    ",北京,统招本科,15年以上,语言不限,40-45岁,,"
               职位描述：1、组织制定人力资源整体战略规划和组织规划；2、制定并完善薪酬考核、招聘、培训及人事管理等制度；3、拟订人力资源成本预算，监督控制预算的执行；4、指挥、协调和控制公司各部门人力资源薪酬、招聘、培训以及绩效、员工关系等方面的工作；5、负责工作分析、岗位说明书与定岗定编工作，对公司组织结构设计提出改进方案；6、招聘优秀管理团队，实施人才发展储备计划，为公司主管以上的管理者进行职业生涯规划设计；7、管理本部门日常工作，负责本部门员工工作考核、激励及部门资金的预算和控制等；8、组织和推动企业文化建设；","资格:1、人力资源管理或相关专业研究生及以上学历；2、15年以上人力资源管理经验，其中10年以上团队管理经验；3、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法；4、很强的计划性和实施执行的能力；有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心；5、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力。
            ",HR,不限,董事会主席,0人,,,"
100%
							",1
首席人力资源官,"面议
                                        

"," 
大连
",统招本科,15年以上,语言不限,年龄不限,"公司规模大,发展空间大,",职责描述：负责集团战略HR以及各个事业部的HR工作,"要求：-15年以上人力资源相关经验-具备丰富的百货零售行业经验 薪资Open 
                            ",管理部,不限,董事长,0人,专业服务(咨询/财会/法律/翻...,,100%,
HRVP,"
                    	90-120万
                    ",北京,统招本科,8年以上,语言不限,32-40岁,,"
               公司：北京明星数据分析公司岗位：HRD/VP 现金100w左右+期权亮点：1.美国精英管理团队2.美图快手等上千家优质客户3.硅谷文化
            ",,HR,不限,CEO,0人,,,"
100%
							",1
HRVP /CHO,"
                    	120-180万
                    ",杭州,统招本科,10年以上,英语,35-50岁,,"
               1.建立并完善公司人力资源管理体系，制定、改革、完善人力资源管理制度并推动落地；2.根据业务发展计划制定并实施公司的招聘计划，建立持续有效的人才供应模式，确保人才有效供应；3.制定和建立员工岗位发展规划，确保合理、有竞争力、具激励性的员工发展路径；4.根据公司对绩效管理的要求，制定评价政策，组织实施绩效管理，并对各部门绩效评价过程进行监督控制，及时解决其中出现的问题，使绩效评价体系能够落到实处，并不断完善绩效管理体系；5.向公司高层决策者提供有关人力资源战略、组织机构建设等方面的建议，并致力于提高公司的综合管理水平；6.建立公司内部畅通的沟通渠道，及时了解员工的意见和想法，给相关部门提出合理化建议；7.组织和推动公司文化建设，提供有利的人文环境，增强企业凝聚力。
            ",,人事部,不限,CEO,0人,,,"
100%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
CHO,"
                    	70-90万
                    ",北京,学历不限,8年以上,语言不限,20-45岁,,"
               全面负责公司人力资源体系建设管理和推行实施，策划和实施公司组织机构设置调整。负责公司中高级管理人员的整合和调配。统筹公司人力资源成本,制定薪资福利制度，组织实施公司考核评估系统。
            ",,人力资源,不限,总经理,15人,,,"
97%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
HRVP,"96-132万
                                        

"," 
北京
",统招本科,8年以上,语言不限,年龄不限,"股票期权,绩效奖金,交通补助,定期体检,节日礼物,领导好,扁平管理,管理规范,五险一金,团队聚餐,上市公司,500强,发展空间大,休闲餐点,优秀员工奖,公司规模大,",职责描述：1、负责集团人力资源政策、规划制定和落实；2、负责集团人力运营职系年度计划和预算的制定；3、负责集团组织发展、人力资源策略、体系、制度、流程的设计并组织实施。4、负责组织拟定集团各中心及并推动各产业中心的组织机构/职能/岗位设置等组织系统建设；5、负责组织设计集团职位体系； 6、负责集团本部各级干部及产业集团总监级以上的干部的管理工作（干部评价、激励、竞争和淘汰、异动、发展和成长等）；7、负责干部测评体系的建立和组织实施（能力素质模型、测评技术开发、人才盘点）；8、负责员工职业生涯规划管理；9、负责集团本部储备干部的管理（储备干部的选拔、评估、发展等）；10、负责个人绩效体系设计、优化和实施；11、负责薪酬体系设计、优化和实施；12、负责集团各产业板块业务支持与调控。,"要求：1、本科及以上学历，人力资源、管理或相关专业； 2、集团性人力资源工作8年以上，同岗位工作经验3年；3、具有战略管理、战略人力资源管理、组织变革管理、管理能力开发等方面的知识及技能； 4、对现代企业人力资源管理模式有系统的了解和实践，熟悉人力资源日常管理工作流程，擅长企业文化塑造及员工培训管理；5、精通人力资源战略规划、组织设计、人力资源体系设计、薪酬福利体系设计、素质模型开发等；
                            ",人力资源管理本部,不限,集团总裁,30人,基金/证券/期货/投资,10000人以上,30%,
HRVP助理/人事副总裁助理,"8-13万
                                        

"," 
北京
",本科及以上,2年以上,语言不限,年龄不限,"带薪年假,交通补助,定期体检,节日礼物,五险一金,生育补贴,子女福利,优秀员工奖,",职责描述：,要求：HRVP助理/人事副总裁助理：岗位职责：1.协助HRVP处理各种办公室事务及内部和外部的联系；2.负责组织部门会议及相关活动的协调，制作会议所需的PPT及数据报表等；3.合理存放档案文件，确保急需查询时，能够尽快找到相关文件；4.为HRVP安排外出行程（预定机票、住宿）；5.负责向质控部、技术部及人事部提供支持和沟通以确保业务的顺利运转；6.完成HR VP布置的其它临时性工作。,人力资源部,不限,无,0人,专业服务(咨询/财会/法律/翻...,2000-5000人,85%,
